"","x"
"1",2
"2",3
"3",4
"4",6
"5",8
"6",9
"7",12
"8",13
"9",14
"10",16
"11",19
"12",22
"13",23
"14",26
"15",30
"16",34
"17",39
"18",44
"19",46
"20",48
"21",61
"22",63
"23",67
"24",70
"25",71
"26",72
"27",78
"28",79
"29",80
"30",81
"31",83
"32",84
"33",86
"34",89
"35",100
"36",102
"37",104
"38",106
"39",111
"40",112
"41",114
"42",118
"43",120
"44",121
"45",124
"46",128
"47",130
"48",132
"49",134
"50",135
"51",142
"52",145
"53",146
"54",157
"55",165
"56",168
"57",170
"58",172
"59",174
"60",182
"61",183
"62",184
"63",185
"64",187
"65",190
"66",192
"67",193
"68",200
"69",205
"70",207
"71",215
"72",216
"73",217
"74",221
"75",226
"76",230
"77",232
"78",234
"79",238
"80",239
"81",241
"82",242
"83",243
"84",245
"85",246
"86",257
"87",260
"88",261
"89",262
"90",264
"91",265
"92",269
"93",273
"94",278
"95",282
"96",284
"97",286
"98",288
"99",289
"100",292
"101",296
"102",302
"103",305
"104",306
"105",307
"106",308
"107",310
"108",311
"109",314
"110",316
"111",321
"112",325
"113",327
"114",337
"115",344
"116",346
"117",352
"118",355
"119",357
"120",362
"121",364
"122",365
"123",367
"124",370
"125",373
"126",374
"127",375
"128",377
"129",380
"130",382
"131",386
"132",392
"133",393
"134",397
"135",398
"136",405
"137",411
"138",412
"139",414
"140",417
"141",419
"142",420
"143",428
"144",431
"145",439
"146",446
"147",457
"148",462
"149",463
"150",464
"151",465
"152",466
"153",475
"154",478
"155",484
"156",486
"157",491
"158",496
"159",497
"160",500
"161",501
"162",503
"163",504
"164",507
"165",508
"166",509
"167",516
"168",521
"169",527
"170",529
"171",535
"172",538
"173",539
"174",541
"175",544
"176",550
"177",551
"178",554
"179",559
"180",561
"181",562
"182",563
"183",565
"184",567
"185",569
"186",571
"187",574
"188",575
"189",576
"190",583
"191",585
"192",586
"193",588
"194",589
"195",591
"196",593
"197",594
"198",597
"199",602
"200",603
"201",611
"202",613
"203",614
"204",615
"205",621
"206",624
"207",626
"208",629
"209",630
"210",633
"211",634
"212",639
"213",641
"214",643
"215",646
"216",649
"217",653
"218",659
"219",660
"220",661
"221",663
"222",670
"223",671
"224",677
"225",678
"226",683
"227",685
"228",686
"229",687
"230",692
"231",694
"232",698
"233",700
"234",701
"235",704
"236",708
"237",712
"238",715
"239",717
"240",718
"241",724
"242",726
"243",728
"244",731
"245",733
"246",736
"247",743
"248",748
"249",749
"250",750
"251",753
"252",754
