"","x"
"1",224
"2",363
"3",360
"4",372
"5",141
"6",376
"7",310
"8",371
"9",143
"10",388
"11",366
"12",277
"13",747
"14",394
"15",322
"16",364
"17",475
"18",294
"19",293
"20",536
"21",73
"22",305
"23",383
"24",720
"25",31
"26",76
"27",380
"28",381
"29",389
"30",32
"31",299
"32",218
"33",287
"34",562
"35",514
"36",71
"37",283
"38",53
"39",236
"40",384
"41",582
"42",16
"43",361
"44",496
"45",561
"46",215
"47",729
"48",128
"49",368
"50",707
"51",633
"52",278
"53",362
"54",426
"55",457
"56",677
"57",90
"58",37
"59",284
"60",600
"61",375
"62",607
"63",21
"64",709
"65",417
"66",509
"67",86
"68",164
"69",17
"70",62
"71",687
"72",414
"73",288
"74",82
"75",10
"76",433
"77",352
"78",307
"79",416
"80",504
"81",685
"82",705
"83",701
"84",79
"85",485
"86",647
"87",94
"88",95
"89",668
"90",595
"91",81
"92",476
"93",348
"94",598
"95",38
"96",615
"97",29
"98",241
"99",635
"100",248
"101",60
"102",593
"103",303
"104",359
"105",344
"106",176
"107",468
"108",194
"109",428
"110",589
"111",558
"112",148
"113",399
"114",489
"115",138
"116",512
"117",316
"118",576
"119",535
"120",420
"121",520
"122",601
"123",120
"124",163
"125",26
"126",147
"127",564
"128",610
"129",726
"130",669
"131",501
"132",517
"133",223
"134",447
"135",104
"136",573
"137",587
"138",625
"139",109
"140",328
"141",525
"142",168
"143",482
"144",301
"145",139
"146",357
"147",507
"148",642
"149",68
"150",156
"151",251
"152",191
"153",636
"154",567
"155",571
"156",46
"157",478
"158",214
"159",200
"160",682
"161",183
"162",412
"163",180
"164",748
"165",411
"166",676
"167",159
"168",199
"169",358
"170",124
"171",543
"172",455
"173",713
"174",524
"175",604
"176",620
"177",718
"178",689
"179",51
"180",656
"181",160
"182",640
"183",439
"184",286
"185",373
"186",511
"187",586
"188",691
"189",665
"190",628
"191",753
"192",260
"193",19
"194",222
"195",145
"196",423
"197",422
"198",398
"199",469
"200",494
"201",88
"202",24
"203",739
"204",45
"205",186
"206",606
"207",585
"208",201
"209",336
"210",158
"211",590
"212",502
"213",449
"214",622
"215",403
"216",103
"217",619
"218",330
"219",444
"220",395
"221",182
"222",233
"223",272
"224",506
"225",296
"226",67
"227",608
"228",318
"229",591
"230",679
"231",675
"232",30
"233",268
"234",667
"235",72
"236",733
"237",276
"238",142
"239",312
"240",246
"241",602
"242",565
"243",569
"244",632
"245",436
"246",744
"247",167
"248",451
"249",752
"250",47
"251",105
"252",4
"253",209
"254",714
"255",568
"256",477
"257",652
"258",48
"259",599
"260",479
"261",281
"262",446
"263",519
"264",350
"265",575
"266",144
"267",126
"268",659
"269",742
"270",703
"271",658
"272",660
"273",407
"274",229
"275",638
"276",346
"277",119
"278",390
"279",533
"280",257
"281",87
"282",572
"283",332
"284",719
"285",113
"286",674
"287",470
"288",175
"289",530
"290",321
"291",228
"292",432
"293",498
"294",205
"295",240
"296",208
"297",694
"298",250
"299",611
"300",56
"301",711
"302",463
"303",465
"304",14
"305",221
"306",74
"307",197
"308",161
"309",43
"310",27
"311",664
"312",646
"313",534
"314",33
"315",508
"316",500
"317",396
"318",170
"319",612
"320",626
"321",78
"322",266
"323",397
"324",91
"325",179
"326",28
"327",409
"328",461
"329",491
"330",165
"331",688
"332",425
"333",424
"334",552
"335",327
"336",531
"337",226
"338",326
"339",339
"340",661
"341",683
"342",274
"343",20
"344",66
"345",188
"346",238
"347",98
"348",150
"349",132
"350",196
"351",181
"352",125
"353",333
"354",392
"355",210
"356",154
"357",697
"358",169
"359",732
"360",63
"361",527
"362",653
"363",354
"364",404
"365",497
"366",335
"367",193
"368",285
"369",648
"370",556
"371",34
"372",466
"373",117
"374",662
"375",716
"376",252
"377",57
"378",59
"379",324
"380",605
"381",725
"382",581
"383",693
"384",42
"385",249
"386",93
"387",134
"388",419
"389",603
"390",639
"391",1
"392",503
"393",130
"394",435
"395",745
"396",557
"397",499
"398",529
"399",445
"400",421
"401",723
"402",727
"403",393
"404",245
"405",112
"406",721
"407",560
"408",216
"409",490
"410",405
"411",578
"412",323
"413",472
"414",438
"415",85
"416",122
"417",673
"418",650
"419",319
"420",25
"421",275
"422",570
"423",545
"424",699
"425",672
"426",518
"427",83
"428",473
"429",671
"430",418
"431",750
"432",453
"433",185
"434",320
"435",513
"436",41
"437",637
"438",127
"439",717
"440",6
"441",254
"442",386
"443",657
"444",546
"445",89
"446",123
"447",614
"448",544
"449",730
"450",692
"451",102
"452",280
"453",61
"454",96
"455",724
"456",217
"457",678
"458",271
"459",526
"460",522
"461",203
"462",456
"463",314
"464",347
"465",415
"466",157
"467",9
"468",237
"469",627
"470",356
"471",670
"472",291
"473",155
"474",434
"475",173
"476",69
"477",510
"478",690
"479",559
"480",588
"481",340
"482",262
"483",261
"484",189
"485",580
"486",686
"487",269
"488",80
"489",355
"490",663
"491",306
"492",621
"493",311
"494",728
"495",12
"496",618
"497",207
"498",317
"499",353
"500",187
"501",304
"502",715
"503",749
