"","x"
"1",6
"2",7
"3",9
"4",10
"5",13
"6",16
"7",20
"8",23
"9",24
"10",26
"11",28
"12",33
"13",34
"14",36
"15",37
"16",39
"17",41
"18",43
"19",52
"20",55
"21",56
"22",58
"23",61
"24",62
"25",64
"26",66
"27",74
"28",76
"29",83
"30",85
"31",96
"32",97
"33",100
"34",102
"35",105
"36",106
"37",107
"38",108
"39",112
"40",114
"41",117
"42",118
"43",123
"44",133
"45",136
"46",138
"47",140
"48",143
"49",146
"50",157
"51",167
"52",168
"53",171
"54",180
"55",184
"56",185
"57",186
"58",197
"59",199
"60",200
"61",211
"62",214
"63",217
"64",220
"65",226
"66",228
"67",230
"68",234
"69",239
"70",241
"71",242
"72",249
"73",251
"74",257
"75",259
"76",263
"77",266
"78",267
"79",278
"80",279
"81",283
"82",285
"83",289
"84",290
"85",292
"86",295
"87",300
"88",301
"89",302
"90",305
"91",307
"92",309
"93",311
"94",318
"95",319
"96",320
"97",325
"98",326
"99",341
"100",343
"101",344
"102",346
"103",347
"104",349
"105",354
"106",360
"107",364
"108",365
"109",367
"110",369
"111",372
"112",374
"113",376
"114",377
"115",383
"116",389
"117",391
"118",392
"119",393
"120",396
"121",402
"122",403
"123",404
"124",407
"125",410
"126",411
"127",412
"128",413
"129",414
"130",415
"131",420
"132",422
"133",430
"134",432
"135",434
"136",435
"137",437
"138",438
"139",444
"140",447
"141",448
"142",449
"143",453
"144",457
"145",458
"146",459
"147",460
"148",461
"149",463
"150",468
"151",470
"152",474
"153",478
"154",479
"155",480
"156",482
"157",486
"158",488
"159",489
"160",492
"161",494
"162",495
"163",497
"164",503
"165",506
"166",507
"167",509
"168",510
"169",511
"170",514
"171",518
"172",523
"173",526
"174",532
"175",533
"176",535
"177",539
"178",545
"179",548
"180",558
"181",559
"182",565
"183",566
"184",567
"185",575
"186",576
"187",577
"188",579
"189",580
"190",581
"191",584
"192",587
"193",588
"194",592
"195",595
"196",597
"197",598
"198",600
"199",605
"200",606
"201",608
"202",612
"203",613
"204",625
"205",626
"206",627
"207",635
"208",636
"209",642
"210",645
"211",646
"212",651
"213",654
"214",655
"215",656
"216",658
"217",660
"218",666
"219",667
"220",668
"221",669
"222",671
"223",678
"224",679
"225",683
"226",688
"227",691
"228",692
"229",694
"230",695
"231",699
"232",700
"233",703
"234",704
"235",705
"236",710
"237",712
"238",714
"239",717
"240",718
"241",719
"242",720
"243",725
"244",727
"245",734
"246",735
"247",740
"248",741
"249",743
"250",746
"251",752
"252",753
