"","x"
"1",2
"2",7
"3",19
"4",26
"5",31
"6",33
"7",37
"8",41
"9",44
"10",46
"11",48
"12",55
"13",56
"14",57
"15",59
"16",60
"17",61
"18",62
"19",64
"20",67
"21",69
"22",73
"23",74
"24",76
"25",78
"26",79
"27",82
"28",92
"29",93
"30",101
"31",102
"32",103
"33",108
"34",110
"35",111
"36",112
"37",115
"38",118
"39",121
"40",122
"41",124
"42",125
"43",132
"44",133
"45",134
"46",135
"47",139
"48",146
"49",155
"50",157
"51",158
"52",160
"53",163
"54",171
"55",177
"56",178
"57",181
"58",183
"59",189
"60",190
"61",191
"62",192
"63",194
"64",198
"65",203
"66",206
"67",210
"68",212
"69",213
"70",214
"71",215
"72",216
"73",225
"74",227
"75",229
"76",232
"77",233
"78",235
"79",237
"80",239
"81",240
"82",242
"83",244
"84",247
"85",248
"86",249
"87",254
"88",255
"89",256
"90",261
"91",264
"92",267
"93",280
"94",283
"95",288
"96",289
"97",290
"98",291
"99",294
"100",297
"101",302
"102",308
"103",309
"104",311
"105",316
"106",318
"107",321
"108",322
"109",324
"110",328
"111",331
"112",335
"113",336
"114",337
"115",341
"116",342
"117",343
"118",345
"119",348
"120",349
"121",357
"122",360
"123",361
"124",362
"125",363
"126",364
"127",366
"128",369
"129",378
"130",380
"131",384
"132",388
"133",389
"134",391
"135",395
"136",402
"137",405
"138",407
"139",408
"140",410
"141",420
"142",422
"143",424
"144",426
"145",427
"146",429
"147",430
"148",434
"149",436
"150",437
"151",442
"152",443
"153",444
"154",445
"155",447
"156",450
"157",451
"158",453
"159",456
"160",457
"161",468
"162",470
"163",479
"164",481
"165",482
"166",483
"167",484
"168",486
"169",491
"170",493
"171",504
"172",508
"173",509
"174",513
"175",515
"176",517
"177",523
"178",525
"179",528
"180",530
"181",532
"182",533
"183",537
"184",538
"185",539
"186",541
"187",545
"188",548
"189",549
"190",561
"191",562
"192",564
"193",566
"194",567
"195",568
"196",571
"197",575
"198",577
"199",581
"200",585
"201",597
"202",598
"203",599
"204",600
"205",601
"206",602
"207",604
"208",609
"209",612
"210",613
"211",616
"212",618
"213",619
"214",622
"215",630
"216",631
"217",632
"218",634
"219",647
"220",649
"221",657
"222",658
"223",661
"224",667
"225",674
"226",677
"227",679
"228",686
"229",687
"230",688
"231",694
"232",697
"233",700
"234",702
"235",708
"236",710
"237",711
"238",718
"239",720
"240",722
"241",723
"242",733
"243",735
"244",738
"245",739
"246",740
"247",741
"248",742
"249",746
"250",748
"251",749
"252",754
