"","x"
"1",1
"2",3
"3",5
"4",9
"5",11
"6",12
"7",13
"8",15
"9",21
"10",24
"11",25
"12",26
"13",31
"14",33
"15",36
"16",40
"17",42
"18",44
"19",46
"20",48
"21",52
"22",58
"23",61
"24",66
"25",70
"26",71
"27",72
"28",78
"29",82
"30",83
"31",102
"32",107
"33",108
"34",109
"35",113
"36",117
"37",121
"38",122
"39",123
"40",128
"41",131
"42",139
"43",140
"44",141
"45",142
"46",160
"47",162
"48",171
"49",172
"50",176
"51",188
"52",191
"53",192
"54",193
"55",194
"56",196
"57",199
"58",200
"59",202
"60",203
"61",204
"62",210
"63",212
"64",216
"65",224
"66",226
"67",227
"68",233
"69",234
"70",235
"71",238
"72",240
"73",245
"74",263
"75",264
"76",265
"77",266
"78",267
"79",268
"80",275
"81",281
"82",282
"83",285
"84",288
"85",293
"86",295
"87",296
"88",300
"89",303
"90",304
"91",305
"92",306
"93",310
"94",312
"95",313
"96",315
"97",318
"98",322
"99",333
"100",334
"101",335
"102",336
"103",337
"104",338
"105",339
"106",340
"107",344
"108",349
"109",352
"110",354
"111",355
"112",360
"113",363
"114",370
"115",376
"116",378
"117",380
"118",382
"119",384
"120",391
"121",396
"122",398
"123",401
"124",402
"125",410
"126",415
"127",418
"128",419
"129",420
"130",422
"131",428
"132",430
"133",433
"134",435
"135",436
"136",437
"137",439
"138",442
"139",443
"140",444
"141",445
"142",446
"143",449
"144",450
"145",455
"146",458
"147",459
"148",460
"149",462
"150",465
"151",469
"152",470
"153",472
"154",474
"155",475
"156",484
"157",496
"158",500
"159",505
"160",506
"161",510
"162",513
"163",518
"164",519
"165",520
"166",521
"167",524
"168",527
"169",528
"170",530
"171",533
"172",534
"173",542
"174",546
"175",548
"176",552
"177",559
"178",561
"179",568
"180",570
"181",572
"182",576
"183",580
"184",582
"185",584
"186",586
"187",591
"188",593
"189",596
"190",597
"191",598
"192",600
"193",601
"194",603
"195",605
"196",606
"197",610
"198",612
"199",615
"200",616
"201",617
"202",621
"203",622
"204",623
"205",624
"206",625
"207",627
"208",628
"209",632
"210",635
"211",638
"212",640
"213",642
"214",643
"215",646
"216",647
"217",649
"218",653
"219",655
"220",663
"221",664
"222",665
"223",667
"224",669
"225",671
"226",672
"227",673
"228",677
"229",680
"230",687
"231",691
"232",695
"233",696
"234",699
"235",701
"236",705
"237",706
"238",710
"239",713
"240",717
"241",722
"242",726
"243",730
"244",731
"245",735
"246",738
"247",739
"248",742
"249",746
"250",747
"251",753
"252",754
