"","x"
"1",3
"2",6
"3",7
"4",14
"5",20
"6",22
"7",25
"8",29
"9",34
"10",36
"11",40
"12",42
"13",44
"14",48
"15",55
"16",56
"17",61
"18",63
"19",65
"20",73
"21",75
"22",84
"23",85
"24",86
"25",89
"26",90
"27",94
"28",101
"29",105
"30",110
"31",116
"32",124
"33",128
"34",129
"35",132
"36",134
"37",138
"38",141
"39",144
"40",147
"41",156
"42",164
"43",165
"44",168
"45",173
"46",176
"47",184
"48",185
"49",186
"50",188
"51",189
"52",192
"53",193
"54",194
"55",195
"56",205
"57",206
"58",208
"59",209
"60",211
"61",213
"62",218
"63",220
"64",221
"65",226
"66",227
"67",228
"68",230
"69",231
"70",232
"71",233
"72",235
"73",238
"74",240
"75",246
"76",251
"77",252
"78",253
"79",256
"80",258
"81",264
"82",266
"83",268
"84",269
"85",270
"86",271
"87",273
"88",274
"89",277
"90",283
"91",285
"92",287
"93",288
"94",292
"95",293
"96",295
"97",297
"98",305
"99",306
"100",311
"101",314
"102",315
"103",316
"104",319
"105",322
"106",323
"107",326
"108",329
"109",330
"110",332
"111",335
"112",336
"113",344
"114",347
"115",349
"116",350
"117",351
"118",353
"119",354
"120",358
"121",366
"122",367
"123",373
"124",383
"125",384
"126",385
"127",386
"128",390
"129",393
"130",399
"131",409
"132",411
"133",414
"134",416
"135",421
"136",422
"137",425
"138",426
"139",428
"140",434
"141",435
"142",442
"143",444
"144",446
"145",447
"146",450
"147",451
"148",452
"149",453
"150",458
"151",459
"152",460
"153",462
"154",468
"155",470
"156",472
"157",475
"158",483
"159",484
"160",485
"161",486
"162",488
"163",490
"164",494
"165",496
"166",500
"167",504
"168",505
"169",507
"170",508
"171",511
"172",512
"173",516
"174",520
"175",522
"176",523
"177",525
"178",526
"179",528
"180",532
"181",533
"182",541
"183",543
"184",550
"185",555
"186",556
"187",558
"188",559
"189",561
"190",564
"191",574
"192",581
"193",583
"194",585
"195",586
"196",588
"197",589
"198",591
"199",594
"200",595
"201",598
"202",608
"203",616
"204",621
"205",626
"206",632
"207",633
"208",635
"209",637
"210",638
"211",640
"212",642
"213",645
"214",646
"215",648
"216",650
"217",651
"218",654
"219",655
"220",659
"221",660
"222",662
"223",664
"224",666
"225",671
"226",673
"227",681
"228",682
"229",693
"230",697
"231",698
"232",701
"233",705
"234",707
"235",713
"236",717
"237",719
"238",720
"239",722
"240",725
"241",727
"242",728
"243",729
"244",730
"245",731
"246",738
"247",743
"248",748
"249",749
"250",751
"251",752
"252",753
