"","x"
"1",1
"2",7
"3",13
"4",14
"5",15
"6",23
"7",25
"8",27
"9",30
"10",31
"11",35
"12",36
"13",37
"14",41
"15",42
"16",43
"17",44
"18",55
"19",58
"20",62
"21",65
"22",68
"23",70
"24",72
"25",73
"26",75
"27",77
"28",80
"29",81
"30",91
"31",102
"32",103
"33",104
"34",105
"35",107
"36",109
"37",116
"38",127
"39",135
"40",138
"41",144
"42",146
"43",147
"44",158
"45",165
"46",166
"47",168
"48",170
"49",179
"50",180
"51",185
"52",186
"53",192
"54",195
"55",196
"56",198
"57",200
"58",204
"59",207
"60",208
"61",209
"62",210
"63",212
"64",214
"65",217
"66",222
"67",227
"68",228
"69",231
"70",233
"71",234
"72",243
"73",244
"74",246
"75",247
"76",250
"77",257
"78",261
"79",270
"80",271
"81",272
"82",273
"83",277
"84",284
"85",285
"86",286
"87",287
"88",290
"89",291
"90",292
"91",295
"92",297
"93",301
"94",302
"95",312
"96",313
"97",314
"98",316
"99",317
"100",318
"101",319
"102",320
"103",321
"104",323
"105",325
"106",327
"107",331
"108",334
"109",335
"110",336
"111",338
"112",340
"113",342
"114",349
"115",350
"116",359
"117",360
"118",367
"119",370
"120",371
"121",372
"122",375
"123",377
"124",379
"125",386
"126",395
"127",397
"128",403
"129",404
"130",415
"131",416
"132",421
"133",425
"134",436
"135",438
"136",440
"137",445
"138",447
"139",450
"140",452
"141",457
"142",460
"143",461
"144",465
"145",467
"146",468
"147",472
"148",477
"149",479
"150",484
"151",487
"152",493
"153",494
"154",496
"155",497
"156",498
"157",499
"158",502
"159",515
"160",517
"161",518
"162",519
"163",523
"164",524
"165",525
"166",527
"167",528
"168",531
"169",549
"170",551
"171",554
"172",556
"173",560
"174",561
"175",562
"176",563
"177",566
"178",567
"179",569
"180",570
"181",576
"182",580
"183",582
"184",588
"185",589
"186",590
"187",591
"188",592
"189",594
"190",595
"191",597
"192",603
"193",606
"194",608
"195",609
"196",610
"197",611
"198",614
"199",615
"200",616
"201",617
"202",618
"203",621
"204",626
"205",632
"206",633
"207",635
"208",637
"209",646
"210",650
"211",651
"212",652
"213",654
"214",660
"215",661
"216",663
"217",668
"218",669
"219",670
"220",675
"221",677
"222",678
"223",681
"224",683
"225",686
"226",687
"227",688
"228",689
"229",693
"230",696
"231",698
"232",702
"233",705
"234",706
"235",707
"236",712
"237",713
"238",715
"239",716
"240",717
"241",718
"242",719
"243",720
"244",723
"245",724
"246",725
"247",726
"248",729
"249",732
"250",734
"251",749
"252",754
