"","x"
"1",381
"2",224
"3",698
"4",369
"5",283
"6",299
"7",278
"8",305
"9",361
"10",582
"11",536
"12",367
"13",401
"14",143
"15",366
"16",368
"17",294
"18",375
"19",322
"20",457
"21",514
"22",77
"23",279
"24",388
"25",295
"26",218
"27",265
"28",562
"29",362
"30",475
"31",542
"32",374
"33",292
"34",128
"35",298
"36",287
"37",360
"38",16
"39",284
"40",394
"41",633
"42",370
"43",32
"44",729
"45",73
"46",707
"47",137
"48",540
"49",747
"50",496
"51",655
"52",372
"53",263
"54",37
"55",215
"56",365
"57",574
"58",71
"59",600
"60",184
"61",554
"62",647
"63",685
"64",122
"65",465
"66",145
"67",666
"68",14
"69",725
"70",588
"71",423
"72",727
"73",501
"74",637
"75",44
"76",537
"77",173
"78",230
"79",154
"80",48
"81",586
"82",593
"83",470
"84",347
"85",348
"86",628
"87",684
"88",410
"89",65
"90",492
"91",693
"92",55
"93",338
"94",45
"95",82
"96",340
"97",688
"98",227
"99",79
"100",571
"101",245
"102",9
"103",679
"104",639
"105",651
"106",538
"107",615
"108",164
"109",605
"110",11
"111",107
"112",551
"113",504
"114",204
"115",308
"116",195
"117",412
"118",24
"119",515
"120",258
"121",581
"122",624
"123",311
"124",84
"125",346
"126",623
"127",49
"128",408
"129",464
"130",233
"131",354
"132",109
"133",462
"134",142
"135",329
"136",248
"137",610
"138",608
"139",486
"140",171
"141",251
"142",28
"143",226
"144",478
"145",669
"146",454
"147",660
"148",221
"149",196
"150",580
"151",185
"152",345
"153",252
"154",523
"155",596
"156",755
"157",238
"158",13
"159",446
"160",272
"161",511
"162",569
"163",622
"164",671
"165",728
"166",327
"167",621
"168",594
"169",627
"170",188
"171",648
"172",246
"173",545
"174",585
"175",598
"176",318
"177",547
"178",482
"179",427
"180",300
"181",127
"182",285
"183",577
"184",121
"185",411
"186",386
"187",591
"188",336
"189",20
"190",21
"191",332
"192",644
"193",98
"194",468
"195",358
"196",711
"197",604
"198",168
"199",507
"200",4
"201",110
"202",35
"203",444
"204",699
"205",75
"206",325
"207",111
"208",129
"209",447
"210",553
"211",519
"212",183
"213",52
"214",326
"215",150
"216",477
"217",144
"218",646
"219",167
"220",661
"221",210
"222",397
"223",659
"224",466
"225",290
"226",618
"227",529
"228",250
"229",149
"230",603
"231",429
"232",392
"233",566
"234",706
"235",162
"236",737
"237",202
"238",208
"239",650
"240",748
"241",220
"242",15
"243",505
"244",232
"245",535
"246",225
"247",118
"248",481
"249",705
"250",42
"251",576
"252",207
"253",715
"254",268
"255",315
"256",86
"257",108
"258",161
"259",341
"260",69
"261",350
"262",709
"263",114
"264",61
"265",140
"266",130
"267",672
"268",229
"269",181
"270",534
"271",493
"272",66
"273",330
"274",589
"275",321
"276",484
"277",112
"278",179
"279",390
"280",668
"281",12
"282",730
"283",271
"284",689
"285",416
"286",733
"287",273
"288",573
"289",199
"290",222
"291",242
"292",19
"293",333
"294",51
"295",719
"296",485
"297",89
"298",754
"299",592
"300",64
"301",695
"302",1
"303",281
"304",7
"305",702
"306",80
"307",740
"308",437
"309",497
"310",543
"311",716
"312",270
"313",243
"314",100
"315",724
"316",59
"317",180
"318",96
"319",428
"320",353
"321",675
"322",261
"323",30
"324",27
"325",402
"326",146
"327",629
"328",385
"329",260
"330",289
"331",324
"332",472
"333",85
"334",131
"335",548
"336",434
"337",200
"338",120
"339",303
"340",87
"341",753
"342",413
"343",502
"344",570
"345",216
"346",47
"347",611
"348",749
"349",712
"350",681
"351",521
"352",620
"353",631
"354",3
"355",424
"356",323
"357",257
"358",58
"359",726
"360",664
"361",352
"362",441
"363",420
"364",92
"365",435
"366",512
"367",494
"368",159
"369",104
"370",590
"371",201
"372",2
"373",151
"374",450
"375",119
"376",490
"377",549
"378",436
"379",746
"380",29
"381",683
"382",463
"383",160
"384",432
"385",239
"386",68
"387",517
"388",509
"389",163
"390",691
"391",192
"392",750
"393",480
"394",614
"395",113
"396",276
"397",40
"398",219
"399",93
"400",734
"401",406
"402",117
"403",165
"404",282
"405",567
"406",166
"407",641
"408",676
"409",307
"410",460
"411",296
"412",526
"413",743
"414",495
"415",752
"416",555
"417",213
"418",405
"419",269
"420",331
"421",132
"422",479
"423",539
"424",489
"425",680
"426",544
"427",91
"428",736
"429",404
"430",449
"431",692
"432",316
"433",584
"434",653
"435",532
"436",182
"437",487
"438",440
"439",313
"440",448
"441",212
"442",636
"443",301
"444",506
"445",565
"446",54
"447",25
"448",634
"449",43
"450",642
"451",516
"452",520
"453",452
"454",498
"455",62
"456",409
"457",525
"458",198
"459",97
"460",704
"461",744
"462",312
"463",342
"464",187
"465",214
"466",560
"467",170
"468",533
"469",10
"470",373
"471",8
"472",528
"473",421
"474",343
"475",399
"476",395
"477",134
"478",355
"479",152
"480",518
"481",317
"482",57
"483",46
"484",721
"485",665
"486",253
"487",694
"488",102
"489",400
"490",597
"491",568
"492",635
"493",33
"494",328
"495",632
"496",474
"497",417
"498",686
"499",302
"500",125
"501",63
"502",254
"503",467
