"","x"
"1",3
"2",4
"3",6
"4",11
"5",16
"6",17
"7",18
"8",23
"9",25
"10",27
"11",28
"12",29
"13",33
"14",34
"15",36
"16",37
"17",38
"18",43
"19",48
"20",53
"21",54
"22",55
"23",56
"24",57
"25",64
"26",67
"27",68
"28",71
"29",72
"30",75
"31",77
"32",78
"33",79
"34",82
"35",84
"36",87
"37",88
"38",89
"39",93
"40",94
"41",104
"42",114
"43",115
"44",120
"45",124
"46",134
"47",136
"48",139
"49",141
"50",143
"51",145
"52",146
"53",149
"54",152
"55",153
"56",154
"57",155
"58",158
"59",161
"60",171
"61",175
"62",182
"63",183
"64",185
"65",188
"66",189
"67",190
"68",191
"69",193
"70",194
"71",195
"72",199
"73",200
"74",201
"75",207
"76",213
"77",219
"78",222
"79",225
"80",230
"81",231
"82",235
"83",242
"84",245
"85",247
"86",249
"87",250
"88",251
"89",252
"90",261
"91",267
"92",269
"93",270
"94",284
"95",288
"96",292
"97",293
"98",294
"99",298
"100",299
"101",302
"102",305
"103",306
"104",310
"105",315
"106",318
"107",322
"108",326
"109",327
"110",329
"111",330
"112",331
"113",333
"114",334
"115",336
"116",338
"117",339
"118",345
"119",347
"120",350
"121",351
"122",352
"123",353
"124",354
"125",355
"126",358
"127",369
"128",373
"129",378
"130",379
"131",387
"132",389
"133",399
"134",400
"135",401
"136",405
"137",406
"138",409
"139",418
"140",421
"141",425
"142",429
"143",431
"144",434
"145",442
"146",444
"147",446
"148",447
"149",450
"150",451
"151",455
"152",457
"153",460
"154",466
"155",470
"156",473
"157",476
"158",481
"159",487
"160",488
"161",492
"162",493
"163",495
"164",496
"165",497
"166",498
"167",499
"168",502
"169",512
"170",514
"171",515
"172",521
"173",522
"174",523
"175",524
"176",530
"177",533
"178",534
"179",535
"180",536
"181",540
"182",541
"183",547
"184",559
"185",566
"186",567
"187",571
"188",575
"189",579
"190",581
"191",586
"192",587
"193",588
"194",590
"195",594
"196",597
"197",600
"198",602
"199",605
"200",606
"201",609
"202",612
"203",618
"204",622
"205",623
"206",624
"207",625
"208",628
"209",629
"210",631
"211",634
"212",637
"213",638
"214",644
"215",647
"216",649
"217",651
"218",656
"219",657
"220",661
"221",664
"222",667
"223",670
"224",674
"225",676
"226",677
"227",683
"228",685
"229",687
"230",690
"231",692
"232",694
"233",696
"234",697
"235",702
"236",710
"237",711
"238",714
"239",715
"240",716
"241",717
"242",723
"243",727
"244",728
"245",734
"246",737
"247",739
"248",741
"249",752
"250",753
"251",754
"252",755
