"","x"
"1",1
"2",2
"3",6
"4",17
"5",18
"6",19
"7",20
"8",25
"9",27
"10",28
"11",30
"12",32
"13",39
"14",41
"15",49
"16",50
"17",53
"18",55
"19",56
"20",60
"21",61
"22",62
"23",68
"24",72
"25",73
"26",78
"27",81
"28",82
"29",86
"30",88
"31",89
"32",90
"33",94
"34",98
"35",102
"36",104
"37",105
"38",106
"39",110
"40",112
"41",114
"42",116
"43",117
"44",118
"45",120
"46",127
"47",128
"48",130
"49",140
"50",143
"51",154
"52",157
"53",158
"54",165
"55",166
"56",170
"57",172
"58",175
"59",177
"60",179
"61",180
"62",181
"63",183
"64",185
"65",186
"66",190
"67",191
"68",192
"69",194
"70",203
"71",206
"72",211
"73",214
"74",216
"75",217
"76",218
"77",223
"78",229
"79",234
"80",236
"81",239
"82",245
"83",247
"84",248
"85",252
"86",255
"87",256
"88",257
"89",258
"90",260
"91",262
"92",267
"93",271
"94",277
"95",280
"96",282
"97",287
"98",288
"99",289
"100",294
"101",299
"102",305
"103",307
"104",313
"105",314
"106",316
"107",317
"108",318
"109",320
"110",323
"111",325
"112",326
"113",332
"114",335
"115",336
"116",338
"117",340
"118",345
"119",348
"120",351
"121",355
"122",356
"123",359
"124",362
"125",365
"126",367
"127",372
"128",377
"129",381
"130",383
"131",385
"132",386
"133",387
"134",388
"135",391
"136",395
"137",399
"138",401
"139",402
"140",403
"141",406
"142",420
"143",422
"144",424
"145",426
"146",427
"147",433
"148",434
"149",435
"150",436
"151",440
"152",441
"153",444
"154",448
"155",450
"156",455
"157",457
"158",460
"159",461
"160",462
"161",463
"162",464
"163",466
"164",468
"165",473
"166",476
"167",478
"168",481
"169",482
"170",483
"171",487
"172",488
"173",494
"174",499
"175",505
"176",506
"177",520
"178",523
"179",526
"180",528
"181",535
"182",536
"183",544
"184",547
"185",548
"186",555
"187",560
"188",561
"189",565
"190",570
"191",571
"192",572
"193",573
"194",574
"195",580
"196",586
"197",591
"198",592
"199",601
"200",605
"201",610
"202",615
"203",620
"204",622
"205",625
"206",627
"207",628
"208",631
"209",636
"210",639
"211",640
"212",642
"213",647
"214",649
"215",650
"216",652
"217",655
"218",663
"219",664
"220",666
"221",667
"222",668
"223",673
"224",674
"225",685
"226",689
"227",690
"228",691
"229",692
"230",694
"231",696
"232",700
"233",704
"234",706
"235",709
"236",710
"237",711
"238",712
"239",713
"240",717
"241",718
"242",719
"243",723
"244",728
"245",729
"246",731
"247",734
"248",735
"249",748
"250",751
"251",752
"252",755
