"","x"
"1",2
"2",3
"3",5
"4",7
"5",9
"6",11
"7",14
"8",17
"9",19
"10",21
"11",27
"12",28
"13",33
"14",37
"15",40
"16",41
"17",43
"18",45
"19",50
"20",51
"21",52
"22",58
"23",68
"24",82
"25",86
"26",89
"27",90
"28",91
"29",93
"30",94
"31",96
"32",100
"33",106
"34",112
"35",118
"36",120
"37",121
"38",122
"39",125
"40",128
"41",132
"42",133
"43",140
"44",144
"45",146
"46",147
"47",153
"48",156
"49",158
"50",159
"51",161
"52",174
"53",175
"54",178
"55",182
"56",185
"57",186
"58",187
"59",190
"60",192
"61",198
"62",203
"63",207
"64",211
"65",212
"66",218
"67",225
"68",227
"69",230
"70",231
"71",232
"72",234
"73",238
"74",241
"75",242
"76",243
"77",247
"78",250
"79",252
"80",258
"81",261
"82",262
"83",263
"84",264
"85",267
"86",268
"87",280
"88",282
"89",283
"90",284
"91",286
"92",291
"93",292
"94",295
"95",300
"96",304
"97",307
"98",308
"99",316
"100",317
"101",323
"102",325
"103",327
"104",328
"105",333
"106",337
"107",339
"108",340
"109",344
"110",345
"111",346
"112",347
"113",349
"114",351
"115",356
"116",357
"117",360
"118",361
"119",363
"120",366
"121",368
"122",372
"123",374
"124",379
"125",381
"126",391
"127",394
"128",395
"129",397
"130",400
"131",402
"132",403
"133",405
"134",406
"135",407
"136",408
"137",410
"138",411
"139",414
"140",415
"141",418
"142",420
"143",422
"144",424
"145",428
"146",431
"147",432
"148",433
"149",434
"150",441
"151",447
"152",448
"153",452
"154",453
"155",455
"156",463
"157",469
"158",473
"159",477
"160",478
"161",479
"162",480
"163",483
"164",484
"165",487
"166",489
"167",491
"168",493
"169",495
"170",502
"171",508
"172",511
"173",513
"174",516
"175",520
"176",521
"177",525
"178",528
"179",530
"180",540
"181",541
"182",543
"183",545
"184",546
"185",547
"186",551
"187",552
"188",554
"189",556
"190",557
"191",562
"192",564
"193",566
"194",569
"195",574
"196",575
"197",577
"198",579
"199",585
"200",587
"201",601
"202",602
"203",606
"204",614
"205",616
"206",622
"207",624
"208",629
"209",630
"210",633
"211",634
"212",640
"213",643
"214",645
"215",648
"216",651
"217",652
"218",654
"219",676
"220",678
"221",679
"222",680
"223",684
"224",686
"225",687
"226",693
"227",694
"228",695
"229",699
"230",700
"231",703
"232",707
"233",710
"234",712
"235",715
"236",719
"237",720
"238",721
"239",724
"240",728
"241",729
"242",730
"243",731
"244",732
"245",736
"246",740
"247",742
"248",745
"249",746
"250",747
"251",749
"252",755
