"","x"
"1",747
"2",23
"3",133
"4",475
"5",32
"6",292
"7",383
"8",361
"9",381
"10",284
"11",360
"12",211
"13",277
"14",279
"15",224
"16",76
"17",655
"18",367
"19",16
"20",426
"21",37
"22",707
"23",244
"24",542
"25",71
"26",380
"27",536
"28",514
"29",278
"30",90
"31",77
"32",283
"33",389
"34",375
"35",401
"36",265
"37",600
"38",295
"39",297
"40",554
"41",561
"42",562
"43",384
"44",73
"45",365
"46",267
"47",388
"48",374
"49",496
"50",53
"51",364
"52",310
"53",372
"54",298
"55",128
"56",218
"57",382
"58",299
"59",729
"60",387
"61",141
"62",402
"63",226
"64",1
"65",328
"66",667
"67",712
"68",104
"69",692
"70",193
"71",686
"72",530
"73",333
"74",463
"75",565
"76",444
"77",596
"78",724
"79",356
"80",703
"81",462
"82",357
"83",515
"84",223
"85",700
"86",398
"87",456
"88",159
"89",338
"90",65
"91",342
"92",531
"93",504
"94",629
"95",679
"96",563
"97",643
"98",189
"99",517
"100",129
"101",711
"102",470
"103",567
"104",247
"105",170
"106",199
"107",329
"108",706
"109",156
"110",55
"111",249
"112",12
"113",498
"114",546
"115",7
"116",258
"117",196
"118",532
"119",385
"120",340
"121",270
"122",273
"123",399
"124",433
"125",346
"126",118
"127",410
"128",207
"129",625
"130",494
"131",641
"132",434
"133",229
"134",147
"135",41
"136",508
"137",266
"138",62
"139",245
"140",92
"141",148
"142",307
"143",622
"144",220
"145",482
"146",132
"147",335
"148",29
"149",18
"150",212
"151",17
"152",738
"153",327
"154",27
"155",113
"156",737
"157",320
"158",473
"159",422
"160",717
"161",464
"162",162
"163",548
"164",598
"165",268
"166",54
"167",58
"168",507
"169",612
"170",155
"171",658
"172",644
"173",219
"174",302
"175",42
"176",611
"177",476
"178",40
"179",395
"180",79
"181",420
"182",351
"183",191
"184",331
"185",34
"186",187
"187",421
"188",39
"189",527
"190",174
"191",68
"192",701
"193",533
"194",579
"195",469
"196",326
"197",257
"198",412
"199",5
"200",442
"201",637
"202",460
"203",48
"204",66
"205",518
"206",127
"207",695
"208",555
"209",685
"210",718
"211",559
"212",115
"213",486
"214",163
"215",573
"216",453
"217",566
"218",173
"219",630
"220",656
"221",125
"222",269
"223",238
"224",606
"225",74
"226",80
"227",734
"228",240
"229",670
"230",145
"231",754
"232",740
"233",591
"234",654
"235",69
"236",300
"237",210
"238",752
"239",400
"240",214
"241",22
"242",581
"243",264
"244",511
"245",146
"246",613
"247",152
"248",556
"249",89
"250",744
"251",447
"252",702
"253",408
"254",592
"255",688
"256",441
"257",513
"258",100
"259",699
"260",417
"261",64
"262",429
"263",683
"264",230
"265",638
"266",650
"267",621
"268",490
"269",465
"270",393
"271",662
"272",51
"273",201
"274",537
"275",580
"276",180
"277",608
"278",123
"279",415
"280",676
"281",560
"282",618
"283",696
"284",358
"285",296
"286",248
"287",451
"288",605
"289",584
"290",687
"291",319
"292",583
"293",57
"294",510
"295",352
"296",549
"297",593
"298",194
"299",479
"300",221
"301",344
"302",213
"303",91
"304",735
"305",311
"306",471
"307",309
"308",172
"309",628
"310",50
"311",167
"312",216
"313",259
"314",21
"315",107
"316",166
"317",635
"318",271
"319",105
"320",150
"321",176
"322",674
"323",721
"324",733
"325",171
"326",726
"327",603
"328",354
"329",750
"330",192
"331",428
"332",564
"333",502
"334",8
"335",614
"336",610
"337",10
"338",117
"339",669
"340",246
"341",347
"342",557
"343",197
"344",495
"345",95
"346",450
"347",704
"348",731
"349",466
"350",454
"351",492
"352",108
"353",276
"354",390
"355",642
"356",446
"357",443
"358",439
"359",285
"360",722
"361",418
"362",616
"363",522
"364",314
"365",81
"366",743
"367",282
"368",689
"369",694
"370",28
"371",409
"372",615
"373",459
"374",664
"375",407
"376",261
"377",599
"378",572
"379",186
"380",225
"381",597
"382",97
"383",88
"384",499
"385",631
"386",639
"387",423
"388",308
"389",24
"390",577
"391",185
"392",321
"393",3
"394",337
"395",474
"396",506
"397",262
"398",121
"399",528
"400",103
"401",47
"402",160
"403",13
"404",254
"405",714
"406",72
"407",666
"408",98
"409",406
"410",252
"411",14
"412",493
"413",665
"414",134
"415",164
"416",673
"417",158
"418",523
"419",330
"420",634
"421",594
"422",545
"423",468
"424",480
"425",190
"426",169
"427",571
"428",538
"429",520
"430",745
"431",250
"432",312
"433",671
"434",324
"435",241
"436",202
"437",203
"438",405
"439",110
"440",2
"441",437
"442",345
"443",112
"444",570
"445",135
"446",684
"447",488
"448",749
"449",509
"450",353
"451",590
"452",730
"453",497
"454",281
"455",124
"456",588
"457",682
"458",505
"459",544
"460",404
"461",516
"462",728
"463",623
"464",648
"465",20
"466",550
"467",26
"468",122
"469",617
"470",680
"471",86
"472",106
"473",535
"474",585
"475",678
"476",237
"477",435
"478",586
"479",85
"480",576
"481",116
"482",36
"483",392
"484",373
"485",325
"486",232
"487",38
"488",139
"489",339
"490",481
"491",690
"492",188
"493",19
"494",427
"495",131
"496",323
"497",708
"498",452
"499",445
"500",243
"501",432
"502",416
"503",154
