"","x"
"1",2
"2",3
"3",5
"4",7
"5",8
"6",11
"7",13
"8",15
"9",18
"10",22
"11",23
"12",35
"13",36
"14",39
"15",40
"16",44
"17",49
"18",50
"19",52
"20",54
"21",55
"22",58
"23",64
"24",65
"25",70
"26",75
"27",77
"28",84
"29",92
"30",97
"31",99
"32",100
"33",101
"34",106
"35",107
"36",108
"37",110
"38",111
"39",114
"40",115
"41",116
"42",118
"43",121
"44",129
"45",131
"46",133
"47",135
"48",136
"49",137
"50",140
"51",146
"52",149
"53",151
"54",152
"55",153
"56",162
"57",166
"58",171
"59",172
"60",174
"61",177
"62",178
"63",184
"64",190
"65",192
"66",195
"67",198
"68",202
"69",204
"70",206
"71",211
"72",212
"73",213
"74",219
"75",220
"76",225
"77",227
"78",230
"79",231
"80",232
"81",234
"82",235
"83",239
"84",242
"85",243
"86",244
"87",247
"88",253
"89",255
"90",256
"91",258
"92",259
"93",263
"94",264
"95",265
"96",267
"97",270
"98",273
"99",279
"100",282
"101",289
"102",290
"103",292
"104",295
"105",297
"106",298
"107",300
"108",302
"109",308
"110",309
"111",313
"112",315
"113",325
"114",329
"115",331
"116",334
"117",337
"118",338
"119",341
"120",342
"121",343
"122",345
"123",349
"124",351
"125",365
"126",367
"127",369
"128",370
"129",374
"130",377
"131",378
"132",379
"133",382
"134",385
"135",387
"136",391
"137",400
"138",401
"139",402
"140",406
"141",408
"142",410
"143",413
"144",427
"145",429
"146",430
"147",431
"148",437
"149",440
"150",441
"151",442
"152",443
"153",448
"154",450
"155",452
"156",454
"157",458
"158",459
"159",460
"160",462
"161",464
"162",467
"163",471
"164",474
"165",480
"166",481
"167",483
"168",484
"169",486
"170",487
"171",488
"172",492
"173",493
"174",495
"175",505
"176",515
"177",516
"178",521
"179",523
"180",528
"181",532
"182",537
"183",538
"184",539
"185",540
"186",541
"187",542
"188",547
"189",548
"190",549
"191",550
"192",551
"193",553
"194",554
"195",555
"196",563
"197",566
"198",574
"199",577
"200",579
"201",583
"202",584
"203",592
"204",594
"205",596
"206",597
"207",609
"208",613
"209",616
"210",617
"211",623
"212",624
"213",629
"214",630
"215",631
"216",634
"217",641
"218",643
"219",644
"220",645
"221",649
"222",651
"223",654
"224",655
"225",666
"226",680
"227",681
"228",684
"229",695
"230",696
"231",698
"232",700
"233",702
"234",704
"235",706
"236",708
"237",710
"238",712
"239",722
"240",731
"241",734
"242",735
"243",736
"244",737
"245",738
"246",740
"247",741
"248",743
"249",746
"250",751
"251",754
"252",755
