"","x"
"1",3
"2",7
"3",8
"4",13
"5",17
"6",18
"7",20
"8",22
"9",23
"10",25
"11",26
"12",27
"13",29
"14",34
"15",35
"16",36
"17",37
"18",40
"19",42
"20",43
"21",44
"22",46
"23",52
"24",53
"25",54
"26",59
"27",60
"28",67
"29",68
"30",69
"31",75
"32",77
"33",80
"34",82
"35",93
"36",95
"37",98
"38",100
"39",102
"40",104
"41",107
"42",112
"43",115
"44",120
"45",124
"46",125
"47",127
"48",128
"49",130
"50",132
"51",134
"52",145
"53",148
"54",155
"55",162
"56",163
"57",165
"58",166
"59",167
"60",169
"61",170
"62",173
"63",181
"64",182
"65",184
"66",188
"67",189
"68",193
"69",197
"70",199
"71",201
"72",204
"73",206
"74",210
"75",211
"76",213
"77",215
"78",216
"79",218
"80",219
"81",220
"82",221
"83",222
"84",226
"85",233
"86",241
"87",246
"88",250
"89",256
"90",259
"91",268
"92",269
"93",274
"94",278
"95",280
"96",283
"97",284
"98",286
"99",289
"100",295
"101",298
"102",299
"103",303
"104",304
"105",312
"106",315
"107",317
"108",320
"109",321
"110",322
"111",327
"112",329
"113",330
"114",333
"115",336
"116",337
"117",340
"118",347
"119",350
"120",358
"121",366
"122",368
"123",372
"124",375
"125",382
"126",389
"127",390
"128",391
"129",392
"130",394
"131",398
"132",401
"133",405
"134",407
"135",409
"136",413
"137",416
"138",421
"139",423
"140",424
"141",425
"142",427
"143",429
"144",434
"145",435
"146",438
"147",439
"148",440
"149",443
"150",444
"151",448
"152",453
"153",454
"154",457
"155",458
"156",461
"157",464
"158",466
"159",471
"160",472
"161",474
"162",476
"163",482
"164",483
"165",491
"166",493
"167",497
"168",505
"169",506
"170",507
"171",512
"172",516
"173",518
"174",522
"175",524
"176",525
"177",526
"178",527
"179",532
"180",533
"181",534
"182",535
"183",547
"184",549
"185",550
"186",553
"187",554
"188",555
"189",562
"190",569
"191",570
"192",571
"193",572
"194",573
"195",574
"196",585
"197",588
"198",589
"199",590
"200",597
"201",602
"202",604
"203",606
"204",607
"205",608
"206",615
"207",617
"208",623
"209",626
"210",627
"211",632
"212",633
"213",637
"214",638
"215",640
"216",646
"217",650
"218",651
"219",655
"220",656
"221",658
"222",660
"223",661
"224",663
"225",670
"226",672
"227",676
"228",681
"229",683
"230",687
"231",689
"232",690
"233",691
"234",693
"235",694
"236",696
"237",697
"238",698
"239",700
"240",705
"241",706
"242",711
"243",714
"244",717
"245",730
"246",734
"247",738
"248",741
"249",744
"250",748
"251",752
"252",755
