"","x"
"1",381
"2",293
"3",707
"4",16
"5",363
"6",496
"7",372
"8",90
"9",633
"10",387
"11",426
"12",360
"13",366
"14",295
"15",218
"16",305
"17",378
"18",265
"19",310
"20",374
"21",677
"22",475
"23",368
"24",582
"25",211
"26",382
"27",361
"28",388
"29",32
"30",380
"31",562
"32",244
"33",278
"34",365
"35",76
"36",384
"37",184
"38",720
"39",536
"40",514
"41",215
"42",297
"43",31
"44",143
"45",600
"46",294
"47",322
"48",224
"49",401
"50",284
"51",283
"52",292
"53",367
"54",389
"55",554
"56",362
"57",364
"58",561
"59",540
"60",383
"61",371
"62",222
"63",25
"64",551
"65",134
"66",422
"67",271
"68",41
"69",328
"70",94
"71",330
"72",359
"73",444
"74",332
"75",117
"76",243
"77",742
"78",488
"79",490
"80",532
"81",563
"82",170
"83",487
"84",485
"85",130
"86",515
"87",187
"88",304
"89",282
"90",530
"91",508
"92",467
"93",703
"94",480
"95",46
"96",64
"97",227
"98",65
"99",602
"100",613
"101",248
"102",665
"103",106
"104",225
"105",704
"106",659
"107",393
"108",182
"109",340
"110",654
"111",472
"112",465
"113",313
"114",157
"115",565
"116",349
"117",350
"118",396
"119",40
"120",524
"121",682
"122",743
"123",732
"124",197
"125",556
"126",131
"127",528
"128",710
"129",503
"130",746
"131",126
"132",688
"133",612
"134",651
"135",745
"136",521
"137",80
"138",210
"139",203
"140",415
"141",675
"142",35
"143",527
"144",578
"145",245
"146",545
"147",348
"148",630
"149",327
"150",669
"151",81
"152",452
"153",108
"154",572
"155",492
"156",7
"157",741
"158",594
"159",62
"160",735
"161",587
"162",5
"163",103
"164",705
"165",663
"166",357
"167",59
"168",140
"169",407
"170",712
"171",755
"172",674
"173",129
"174",269
"175",172
"176",346
"177",181
"178",156
"179",60
"180",424
"181",232
"182",213
"183",604
"184",202
"185",109
"186",605
"187",79
"188",289
"189",356
"190",99
"191",609
"192",288
"193",715
"194",585
"195",335
"196",619
"197",646
"198",427
"199",728
"200",352
"201",285
"202",154
"203",107
"204",42
"205",738
"206",235
"207",177
"208",231
"209",238
"210",30
"211",85
"212",518
"213",687
"214",725
"215",306
"216",623
"217",621
"218",430
"219",26
"220",300
"221",120
"222",410
"223",84
"224",752
"225",262
"226",281
"227",608
"228",89
"229",3
"230",190
"231",258
"232",719
"233",523
"234",246
"235",240
"236",256
"237",250
"238",110
"239",721
"240",29
"241",58
"242",147
"243",155
"244",139
"245",273
"246",220
"247",576
"248",9
"249",136
"250",672
"251",566
"252",417
"253",470
"254",314
"255",317
"256",643
"257",603
"258",581
"259",421
"260",127
"261",168
"262",679
"263",606
"264",428
"265",45
"266",159
"267",596
"268",517
"269",280
"270",411
"271",498
"272",667
"273",577
"274",230
"275",67
"276",296
"277",54
"278",186
"279",447
"280",138
"281",502
"282",701
"283",611
"284",547
"285",446
"286",266
"287",644
"288",538
"289",599
"290",406
"291",477
"292",101
"293",316
"294",311
"295",456
"296",420
"297",519
"298",196
"299",552
"300",749
"301",354
"302",727
"303",24
"304",618
"305",33
"306",194
"307",15
"308",323
"309",28
"310",253
"311",592
"312",622
"313",724
"314",286
"315",22
"316",353
"317",652
"318",713
"319",158
"320",497
"321",573
"322",595
"323",261
"324",148
"325",700
"326",471
"327",522
"328",400
"329",195
"330",708
"331",593
"332",206
"333",468
"334",433
"335",169
"336",589
"337",242
"338",112
"339",318
"340",445
"341",748
"342",714
"343",583
"344",429
"345",123
"346",257
"347",412
"348",142
"349",620
"350",740
"351",13
"352",191
"353",723
"354",145
"355",699
"356",27
"357",680
"358",74
"359",571
"360",632
"361",544
"362",48
"363",650
"364",706
"365",125
"366",308
"367",78
"368",504
"369",82
"370",653
"371",347
"372",1
"373",391
"374",135
"375",494
"376",43
"377",591
"378",418
"379",221
"380",166
"381",681
"382",36
"383",692
"384",500
"385",303
"386",511
"387",208
"388",97
"389",419
"390",373
"391",355
"392",685
"393",336
"394",481
"395",423
"396",315
"397",234
"398",642
"399",616
"400",178
"401",214
"402",69
"403",337
"404",385
"405",449
"406",513
"407",404
"408",163
"409",482
"410",342
"411",442
"412",434
"413",47
"414",615
"415",324
"416",260
"417",413
"418",506
"419",750
"420",165
"421",590
"422",460
"423",233
"424",717
"425",564
"426",678
"427",580
"428",436
"429",645
"430",398
"431",686
"432",709
"433",72
"434",237
"435",753
"436",118
"437",320
"438",34
"439",56
"440",88
"441",275
"442",92
"443",414
"444",160
"445",489
"446",512
"447",290
"448",341
"449",264
"450",493
"451",416
"452",451
"453",102
"454",455
"455",431
"456",450
"457",559
"458",49
"459",270
"460",188
"461",339
"462",167
"463",479
"464",483
"465",228
"466",484
"467",569
"468",733
"469",736
"470",666
"471",343
"472",121
"473",478
"474",247
"475",568
"476",162
"477",697
"478",174
"479",584
"480",70
"481",638
"482",179
"483",93
"484",204
"485",560
"486",116
"487",661
"488",21
"489",345
"490",185
"491",731
"492",754
"493",520
"494",543
"495",660
"496",377
"497",161
"498",634
"499",549
"500",526
"501",301
"502",557
"503",629
