"","x"
"1",371
"2",363
"3",215
"4",496
"5",298
"6",457
"7",263
"8",305
"9",360
"10",677
"11",707
"12",401
"13",362
"14",720
"15",283
"16",23
"17",364
"18",244
"19",267
"20",31
"21",236
"22",77
"23",295
"24",381
"25",73
"26",133
"27",378
"28",582
"29",32
"30",71
"31",540
"32",76
"33",388
"34",292
"35",655
"36",542
"37",367
"38",383
"39",279
"40",287
"41",322
"42",633
"43",747
"44",380
"45",382
"46",141
"47",374
"48",299
"49",514
"50",310
"51",561
"52",562
"53",574
"54",224
"55",277
"56",554
"57",729
"58",293
"59",128
"60",375
"61",475
"62",654
"63",593
"64",608
"65",42
"66",124
"67",440
"68",436
"69",551
"70",50
"71",715
"72",652
"73",470
"74",464
"75",206
"76",97
"77",291
"78",234
"79",449
"80",750
"81",155
"82",525
"83",3
"84",534
"85",239
"86",67
"87",404
"88",691
"89",430
"90",187
"91",566
"92",98
"93",266
"94",261
"95",668
"96",373
"97",479
"98",334
"99",446
"100",342
"101",630
"102",89
"103",465
"104",709
"105",57
"106",228
"107",688
"108",598
"109",313
"110",105
"111",520
"112",101
"113",2
"114",523
"115",194
"116",745
"117",422
"118",680
"119",684
"120",687
"121",81
"122",499
"123",74
"124",190
"125",480
"126",502
"127",306
"128",686
"129",198
"130",208
"131",570
"132",702
"133",237
"134",703
"135",174
"136",642
"137",410
"138",692
"139",455
"140",254
"141",49
"142",462
"143",416
"144",504
"145",418
"146",83
"147",36
"148",99
"149",207
"150",477
"151",693
"152",541
"153",196
"154",611
"155",280
"156",311
"157",320
"158",203
"159",402
"160",161
"161",548
"162",666
"163",667
"164",481
"165",274
"166",516
"167",157
"168",581
"169",392
"170",94
"171",429
"172",54
"173",399
"174",225
"175",690
"176",326
"177",60
"178",537
"179",417
"180",559
"181",555
"182",351
"183",140
"184",84
"185",114
"186",132
"187",72
"188",121
"189",162
"190",348
"191",441
"192",314
"193",637
"194",181
"195",459
"196",195
"197",193
"198",689
"199",213
"200",205
"201",682
"202",556
"203",117
"204",359
"205",27
"206",139
"207",651
"208",725
"209",586
"210",752
"211",282
"212",434
"213",595
"214",175
"215",415
"216",347
"217",235
"218",625
"219",482
"220",9
"221",550
"222",568
"223",546
"224",321
"225",116
"226",517
"227",332
"228",695
"229",411
"230",743
"231",219
"232",96
"233",509
"234",577
"235",408
"236",663
"237",33
"238",749
"239",120
"240",407
"241",17
"242",513
"243",403
"244",456
"245",486
"246",8
"247",489
"248",640
"249",100
"250",269
"251",427
"252",138
"253",300
"254",264
"255",4
"256",590
"257",273
"258",260
"259",343
"260",216
"261",533
"262",24
"263",397
"264",115
"265",318
"266",671
"267",563
"268",108
"269",172
"270",350
"271",622
"272",467
"273",223
"274",6
"275",217
"276",746
"277",222
"278",414
"279",103
"280",112
"281",221
"282",624
"283",602
"284",25
"285",95
"286",754
"287",182
"288",606
"289",739
"290",524
"291",354
"292",669
"293",356
"294",738
"295",52
"296",307
"297",708
"298",647
"299",694
"300",80
"301",337
"302",576
"303",75
"304",92
"305",186
"306",346
"307",491
"308",591
"309",448
"310",317
"311",445
"312",329
"313",150
"314",55
"315",419
"316",290
"317",549
"318",70
"319",328
"320",62
"321",47
"322",61
"323",615
"324",439
"325",664
"326",38
"327",330
"328",413
"329",200
"330",390
"331",185
"332",616
"333",588
"334",303
"335",20
"336",400
"337",529
"338",296
"339",210
"340",737
"341",258
"342",719
"343",732
"344",621
"345",560
"346",336
"347",149
"348",319
"349",39
"350",406
"351",713
"352",697
"353",466
"354",123
"355",506
"356",7
"357",662
"358",650
"359",109
"360",14
"361",243
"362",158
"363",249
"364",12
"365",335
"366",658
"367",240
"368",701
"369",573
"370",270
"371",154
"372",43
"373",665
"374",636
"375",192
"376",538
"377",742
"378",678
"379",552
"380",627
"381",246
"382",345
"383",500
"384",28
"385",5
"386",505
"387",510
"388",226
"389",675
"390",492
"391",15
"392",10
"393",119
"394",490
"395",618
"396",315
"397",396
"398",734
"399",30
"400",674
"401",111
"402",286
"403",338
"404",589
"405",712
"406",511
"407",527
"408",231
"409",241
"410",679
"411",557
"412",670
"413",201
"414",575
"415",532
"416",412
"417",69
"418",451
"419",167
"420",648
"421",102
"422",634
"423",484
"424",547
"425",572
"426",711
"427",723
"428",344
"429",629
"430",483
"431",469
"432",614
"433",59
"434",377
"435",545
"436",257
"437",718
"438",18
"439",276
"440",165
"441",657
"442",605
"443",245
"444",612
"445",40
"446",620
"447",522
"448",635
"449",44
"450",530
"451",156
"452",136
"453",685
"454",68
"455",672
"456",544
"457",163
"458",442
"459",626
"460",661
"461",609
"462",191
"463",82
"464",564
"465",613
"466",710
"467",88
"468",632
"469",478
"470",331
"471",631
"472",242
"473",553
"474",142
"475",531
"476",641
"477",726
"478",472
"479",474
"480",607
"481",333
"482",166
"483",152
"484",420
"485",309
"486",169
"487",168
"488",386
"489",129
"490",107
"491",35
"492",433
"493",623
"494",253
"495",272
"496",405
"497",323
"498",21
"499",460
"500",13
"501",281
"502",268
"503",220
