"","x"
"1",562
"2",211
"3",279
"4",367
"5",283
"6",633
"7",215
"8",297
"9",184
"10",16
"11",362
"12",381
"13",394
"14",540
"15",536
"16",372
"17",365
"18",133
"19",278
"20",514
"21",236
"22",720
"23",366
"24",73
"25",37
"26",77
"27",389
"28",368
"29",554
"30",698
"31",137
"32",53
"33",374
"34",426
"35",371
"36",277
"37",369
"38",244
"39",292
"40",32
"41",284
"42",299
"43",294
"44",218
"45",143
"46",298
"47",76
"48",707
"49",375
"50",364
"51",90
"52",457
"53",379
"54",287
"55",388
"56",361
"57",23
"58",574
"59",729
"60",387
"61",383
"62",486
"63",532
"64",250
"65",68
"66",743
"67",248
"68",214
"69",239
"70",120
"71",86
"72",748
"73",323
"74",47
"75",10
"76",159
"77",565
"78",529
"79",201
"80",110
"81",581
"82",173
"83",395
"84",311
"85",602
"86",35
"87",39
"88",547
"89",346
"90",702
"91",611
"92",93
"93",28
"94",502
"95",476
"96",314
"97",737
"98",434
"99",594
"100",566
"101",553
"102",658
"103",689
"104",497
"105",290
"106",441
"107",495
"108",94
"109",79
"110",254
"111",690
"112",348
"113",213
"114",50
"115",569
"116",535
"117",725
"118",416
"119",393
"120",147
"121",703
"122",578
"123",222
"124",343
"125",538
"126",682
"127",392
"128",675
"129",262
"130",686
"131",342
"132",149
"133",175
"134",247
"135",164
"136",88
"137",104
"138",709
"139",75
"140",634
"141",56
"142",95
"143",494
"144",103
"145",111
"146",189
"147",697
"148",531
"149",400
"150",571
"151",27
"152",182
"153",180
"154",752
"155",258
"156",432
"157",466
"158",637
"159",620
"160",543
"161",684
"162",341
"163",170
"164",100
"165",135
"166",112
"167",509
"168",154
"169",654
"170",587
"171",644
"172",255
"173",85
"174",479
"175",405
"176",503
"177",423
"178",377
"179",230
"180",424
"181",272
"182",256
"183",97
"184",105
"185",252
"186",728
"187",537
"188",101
"189",190
"190",185
"191",353
"192",7
"193",511
"194",451
"195",523
"196",269
"197",467
"198",197
"199",373
"200",151
"201",575
"202",18
"203",127
"204",712
"205",604
"206",487
"207",473
"208",51
"209",54
"210",116
"211",411
"212",573
"213",155
"214",670
"215",491
"216",2
"217",257
"218",69
"219",385
"220",727
"221",485
"222",549
"223",174
"224",614
"225",662
"226",557
"227",558
"228",639
"229",493
"230",38
"231",608
"232",168
"233",525
"234",229
"235",390
"236",59
"237",134
"238",488
"239",501
"240",65
"241",231
"242",607
"243",733
"244",721
"245",714
"246",74
"247",683
"248",183
"249",29
"250",498
"251",447
"252",659
"253",356
"254",461
"255",6
"256",187
"257",237
"258",645
"259",681
"260",676
"261",357
"262",132
"263",660
"264",421
"265",350
"266",618
"267",332
"268",271
"269",57
"270",22
"271",560
"272",452
"273",177
"274",716
"275",456
"276",517
"277",8
"278",413
"279",91
"280",118
"281",740
"282",345
"283",14
"284",19
"285",711
"286",17
"287",431
"288",427
"289",448
"290",55
"291",429
"292",136
"293",715
"294",629
"295",316
"296",688
"297",98
"298",161
"299",652
"300",63
"301",692
"302",270
"303",126
"304",630
"305",661
"306",148
"307",478
"308",412
"309",208
"310",261
"311",221
"312",556
"313",563
"314",583
"315",169
"316",588
"317",205
"318",114
"319",158
"320",328
"321",242
"322",80
"323",152
"324",745
"325",679
"326",516
"327",403
"328",564
"329",138
"330",280
"331",741
"332",585
"333",719
"334",307
"335",685
"336",249
"337",678
"338",331
"339",468
"340",207
"341",43
"342",404
"343",454
"344",327
"345",550
"346",347
"347",84
"348",694
"349",577
"350",408
"351",482
"352",223
"353",153
"354",724
"355",744
"356",613
"357",289
"358",755
"359",631
"360",92
"361",544
"362",619
"363",626
"364",274
"365",167
"366",179
"367",325
"368",708
"369",723
"370",130
"371",641
"372",425
"373",590
"374",99
"375",464
"376",526
"377",157
"378",243
"379",490
"380",358
"381",483
"382",351
"383",209
"384",246
"385",225
"386",129
"387",407
"388",481
"389",734
"390",499
"391",693
"392",34
"393",260
"394",291
"395",555
"396",320
"397",636
"398",124
"399",324
"400",49
"401",718
"402",30
"403",125
"404",308
"405",417
"406",508
"407",163
"408",217
"409",329
"410",150
"411",115
"412",186
"413",259
"414",219
"415",60
"416",319
"417",406
"418",507
"419",317
"420",144
"421",4
"422",20
"423",62
"424",700
"425",438
"426",273
"427",89
"428",195
"429",749
"430",251
"431",732
"432",309
"433",301
"434",276
"435",492
"436",539
"437",750
"438",399
"439",145
"440",595
"441",45
"442",609
"443",321
"444",674
"445",330
"446",414
"447",181
"448",512
"449",657
"450",198
"451",522
"452",119
"453",489
"454",156
"455",146
"456",579
"457",477
"458",453
"459",41
"460",589
"461",515
"462",241
"463",106
"464",567
"465",440
"466",463
"467",551
"468",253
"469",650
"470",666
"471",302
"472",471
"473",668
"474",541
"475",480
"476",228
"477",166
"478",232
"479",67
"480",545
"481",87
"482",409
"483",326
"484",651
"485",178
"486",648
"487",359
"488",704
"489",599
"490",656
"491",751
"492",736
"493",397
"494",220
"495",96
"496",592
"497",165
"498",504
"499",64
"500",81
"501",286
"502",386
"503",206
