"","x"
"1",374
"2",389
"3",279
"4",371
"5",655
"6",362
"7",372
"8",365
"9",305
"10",310
"11",729
"12",292
"13",360
"14",53
"15",378
"16",71
"17",582
"18",184
"19",376
"20",137
"21",496
"22",475
"23",363
"24",536
"25",295
"26",298
"27",143
"28",384
"29",561
"30",380
"31",542
"32",73
"33",707
"34",426
"35",747
"36",297
"37",218
"38",287
"39",37
"40",600
"41",294
"42",361
"43",211
"44",401
"45",514
"46",381
"47",23
"48",299
"49",369
"50",267
"51",293
"52",128
"53",278
"54",224
"55",383
"56",366
"57",133
"58",284
"59",265
"60",364
"61",562
"62",41
"63",403
"64",691
"65",334
"66",164
"67",559
"68",131
"69",640
"70",124
"71",114
"72",588
"73",242
"74",353
"75",232
"76",684
"77",272
"78",656
"79",155
"80",666
"81",625
"82",325
"83",358
"84",49
"85",261
"86",30
"87",21
"88",393
"89",219
"90",66
"91",198
"92",641
"93",191
"94",226
"95",569
"96",312
"97",231
"98",288
"99",151
"100",713
"101",527
"102",643
"103",541
"104",285
"105",240
"106",745
"107",323
"108",194
"109",85
"110",217
"111",723
"112",547
"113",564
"114",596
"115",161
"116",311
"117",578
"118",59
"119",427
"120",109
"121",623
"122",556
"123",610
"124",575
"125",338
"126",681
"127",615
"128",216
"129",660
"130",327
"131",423
"132",222
"133",46
"134",603
"135",639
"136",471
"137",123
"138",339
"139",702
"140",331
"141",172
"142",727
"143",449
"144",544
"145",19
"146",238
"147",342
"148",699
"149",665
"150",462
"151",505
"152",33
"153",513
"154",595
"155",343
"156",479
"157",270
"158",700
"159",320
"160",174
"161",477
"162",692
"163",39
"164",94
"165",753
"166",516
"167",478
"168",568
"169",638
"170",679
"171",746
"172",731
"173",726
"174",318
"175",396
"176",526
"177",580
"178",271
"179",171
"180",52
"181",737
"182",469
"183",446
"184",373
"185",348
"186",461
"187",70
"188",415
"189",315
"190",613
"191",545
"192",466
"193",186
"194",103
"195",179
"196",525
"197",274
"198",307
"199",412
"200",200
"201",64
"202",306
"203",192
"204",36
"205",386
"206",710
"207",755
"208",489
"209",275
"210",74
"211",397
"212",680
"213",256
"214",296
"215",390
"216",543
"217",168
"218",725
"219",122
"220",223
"221",201
"222",212
"223",8
"224",111
"225",558
"226",659
"227",117
"228",82
"229",463
"230",150
"231",521
"232",509
"233",1
"234",608
"235",13
"236",264
"237",204
"238",328
"239",432
"240",165
"241",209
"242",289
"243",424
"244",577
"245",146
"246",602
"247",519
"248",654
"249",486
"250",579
"251",537
"252",749
"253",535
"254",251
"255",442
"256",490
"257",636
"258",557
"259",715
"260",206
"261",213
"262",162
"263",669
"264",689
"265",136
"266",183
"267",2
"268",435
"269",225
"270",617
"271",281
"272",632
"273",108
"274",494
"275",11
"276",657
"277",340
"278",420
"279",392
"280",701
"281",739
"282",498
"283",646
"284",351
"285",78
"286",620
"287",614
"288",10
"289",98
"290",604
"291",290
"292",132
"293",661
"294",235
"295",572
"296",87
"297",67
"298",736
"299",96
"300",500
"301",253
"302",721
"303",249
"304",488
"305",156
"306",157
"307",645
"308",17
"309",430
"310",321
"311",15
"312",43
"313",484
"314",399
"315",550
"316",202
"317",510
"318",255
"319",445
"320",129
"321",422
"322",163
"323",50
"324",419
"325",744
"326",107
"327",750
"328",649
"329",465
"330",616
"331",134
"332",453
"333",166
"334",24
"335",118
"336",45
"337",523
"338",51
"339",193
"340",683
"341",752
"342",72
"343",145
"344",464
"345",144
"346",243
"347",567
"348",57
"349",337
"350",652
"351",571
"352",139
"353",483
"354",742
"355",250
"356",316
"357",329
"358",448
"359",520
"360",247
"361",199
"362",650
"363",22
"364",180
"365",332
"366",497
"367",3
"368",555
"369",167
"370",260
"371",722
"372",438
"373",611
"374",5
"375",60
"376",695
"377",81
"378",304
"379",349
"380",333
"381",246
"382",504
"383",26
"384",706
"385",594
"386",303
"387",533
"388",409
"389",754
"390",405
"391",501
"392",738
"393",662
"394",42
"395",195
"396",421
"397",724
"398",142
"399",341
"400",624
"401",173
"402",642
"403",317
"404",573
"405",34
"406",130
"407",55
"408",590
"409",687
"410",647
"411",175
"412",599
"413",440
"414",104
"415",280
"416",301
"417",441
"418",565
"419",668
"420",159
"421",551
"422",113
"423",517
"424",324
"425",506
"426",112
"427",606
"428",672
"429",522
"430",671
"431",178
"432",711
"433",40
"434",286
"435",153
"436",63
"437",676
"438",730
"439",181
"440",135
"441",25
"442",406
"443",492
"444",269
"445",704
"446",93
"447",433
"448",530
"449",205
"450",593
"451",44
"452",127
"453",182
"454",434
"455",532
"456",259
"457",102
"458",495
"459",105
"460",474
"461",12
"462",80
"463",472
"464",417
"465",391
"466",673
"467",355
"468",703
"469",447
"470",425
"471",177
"472",38
"473",487
"474",708
"475",678
"476",618
"477",719
"478",485
"479",748
"480",431
"481",511
"482",314
"483",88
"484",4
"485",587
"486",100
"487",190
"488",345
"489",357
"490",493
"491",502
"492",512
"493",414
"494",609
"495",627
"496",667
"497",735
"498",481
"499",539
"500",56
"501",566
"502",14
"503",99
