"","x"
"1",360
"2",562
"3",287
"4",361
"5",388
"6",374
"7",380
"8",371
"9",475
"10",367
"11",370
"12",265
"13",372
"14",677
"15",37
"16",310
"17",244
"18",542
"19",729
"20",184
"21",293
"22",381
"23",295
"24",322
"25",382
"26",297
"27",76
"28",387
"29",379
"30",16
"31",362
"32",294
"33",90
"34",457
"35",77
"36",305
"37",554
"38",582
"39",600
"40",378
"41",284
"42",283
"43",73
"44",383
"45",141
"46",278
"47",53
"48",133
"49",292
"50",224
"51",71
"52",215
"53",698
"54",211
"55",366
"56",299
"57",128
"58",384
"59",137
"60",389
"61",279
"62",74
"63",192
"64",34
"65",689
"66",691
"67",158
"68",170
"69",412
"70",70
"71",127
"72",594
"73",665
"74",651
"75",139
"76",589
"77",567
"78",223
"79",240
"80",693
"81",484
"82",584
"83",481
"84",613
"85",10
"86",3
"87",537
"88",65
"89",499
"90",466
"91",513
"92",55
"93",576
"94",538
"95",30
"96",19
"97",647
"98",109
"99",307
"100",575
"101",168
"102",688
"103",344
"104",204
"105",274
"106",521
"107",402
"108",566
"109",413
"110",683
"111",82
"112",704
"113",557
"114",59
"115",734
"116",596
"117",634
"118",637
"119",107
"120",573
"121",498
"122",438
"123",445
"124",357
"125",735
"126",104
"127",165
"128",177
"129",62
"130",304
"131",173
"132",705
"133",700
"134",570
"135",702
"136",390
"137",616
"138",280
"139",490
"140",618
"141",358
"142",136
"143",501
"144",202
"145",738
"146",579
"147",593
"148",17
"149",210
"150",674
"151",52
"152",670
"153",313
"154",349
"155",216
"156",425
"157",317
"158",470
"159",88
"160",455
"161",432
"162",44
"163",414
"164",182
"165",397
"166",281
"167",692
"168",601
"169",373
"170",50
"171",459
"172",483
"173",686
"174",721
"175",631
"176",285
"177",228
"178",754
"179",701
"180",649
"181",429
"182",733
"183",83
"184",696
"185",716
"186",625
"187",273
"188",72
"189",494
"190",242
"191",713
"192",393
"193",189
"194",159
"195",227
"196",4
"197",543
"198",460
"199",447
"200",259
"201",568
"202",406
"203",94
"204",234
"205",314
"206",591
"207",726
"208",131
"209",395
"210",723
"211",712
"212",527
"213",200
"214",407
"215",436
"216",675
"217",722
"218",694
"219",67
"220",588
"221",491
"222",5
"223",351
"224",441
"225",467
"226",92
"227",385
"228",642
"229",45
"230",119
"231",252
"232",140
"233",530
"234",519
"235",403
"236",302
"237",422
"238",482
"239",515
"240",312
"241",471
"242",309
"243",348
"244",673
"245",672
"246",535
"247",615
"248",638
"249",201
"250",610
"251",630
"252",151
"253",20
"254",463
"255",58
"256",699
"257",95
"258",87
"259",687
"260",78
"261",18
"262",199
"263",146
"264",134
"265",597
"266",132
"267",249
"268",197
"269",129
"270",99
"271",150
"272",66
"273",122
"274",323
"275",656
"276",697
"277",335
"278",605
"279",172
"280",410
"281",446
"282",41
"283",451
"284",138
"285",640
"286",156
"287",206
"288",549
"289",452
"290",288
"291",602
"292",233
"293",626
"294",739
"295",461
"296",559
"297",102
"298",565
"299",663
"300",148
"301",255
"302",399
"303",685
"304",740
"305",666
"306",416
"307",644
"308",506
"309",117
"310",444
"311",492
"312",46
"313",529
"314",479
"315",25
"316",300
"317",560
"318",442
"319",746
"320",612
"321",97
"322",205
"323",497
"324",318
"325",662
"326",56
"327",751
"328",552
"329",709
"330",678
"331",342
"332",350
"333",469
"334",29
"335",599
"336",26
"337",115
"338",188
"339",38
"340",553
"341",147
"342",152
"343",212
"344",520
"345",341
"346",80
"347",155
"348",221
"349",571
"350",609
"351",1
"352",717
"353",213
"354",290
"355",13
"356",485
"357",730
"358",603
"359",539
"360",6
"361",621
"362",190
"363",103
"364",51
"365",329
"366",319
"367",27
"368",161
"369",476
"370",547
"371",620
"372",507
"373",454
"374",167
"375",196
"376",353
"377",251
"378",163
"379",63
"380",14
"381",719
"382",108
"383",198
"384",464
"385",563
"386",487
"387",646
"388",624
"389",472
"390",36
"391",415
"392",222
"393",332
"394",659
"395",500
"396",321
"397",409
"398",98
"399",75
"400",110
"401",544
"402",611
"403",176
"404",623
"405",123
"406",545
"407",191
"408",748
"409",671
"410",352
"411",400
"412",727
"413",164
"414",12
"415",48
"416",411
"417",528
"418",68
"419",632
"420",645
"421",256
"422",628
"423",112
"424",517
"425",40
"426",100
"427",162
"428",690
"429",231
"430",435
"431",166
"432",465
"433",225
"434",580
"435",247
"436",338
"437",654
"438",241
"439",703
"440",275
"441",39
"442",668
"443",453
"444",448
"445",421
"446",434
"447",47
"448",433
"449",650
"450",85
"451",548
"452",289
"453",217
"454",518
"455",326
"456",533
"457",286
"458",316
"459",711
"460",440
"461",423
"462",427
"463",502
"464",706
"465",268
"466",523
"467",526
"468",607
"469",744
"470",682
"471",303
"472",320
"473",524
"474",118
"475",572
"476",271
"477",54
"478",229
"479",658
"480",541
"481",714
"482",392
"483",135
"484",262
"485",614
"486",586
"487",708
"488",558
"489",418
"490",69
"491",178
"492",681
"493",604
"494",512
"495",246
"496",657
"497",8
"498",480
"499",185
"500",680
"501",145
"502",21
"503",583
