"","x"
"1",31
"2",299
"3",215
"4",633
"5",389
"6",370
"7",128
"8",369
"9",363
"10",747
"11",133
"12",698
"13",582
"14",277
"15",297
"16",375
"17",244
"18",554
"19",32
"20",37
"21",287
"22",141
"23",384
"24",387
"25",729
"26",184
"27",383
"28",376
"29",372
"30",305
"31",364
"32",677
"33",310
"34",360
"35",279
"36",540
"37",267
"38",77
"39",292
"40",514
"41",382
"42",293
"43",263
"44",361
"45",298
"46",374
"47",388
"48",600
"49",284
"50",218
"51",278
"52",211
"53",381
"54",137
"55",265
"56",562
"57",371
"58",496
"59",224
"60",574
"61",542
"62",123
"63",571
"64",609
"65",191
"66",665
"67",395
"68",750
"69",185
"70",25
"71",249
"72",564
"73",2
"74",99
"75",594
"76",612
"77",485
"78",87
"79",605
"80",654
"81",539
"82",675
"83",678
"84",434
"85",135
"86",197
"87",722
"88",685
"89",705
"90",695
"91",472
"92",734
"93",340
"94",568
"95",38
"96",596
"97",311
"98",490
"99",489
"100",55
"101",115
"102",730
"103",527
"104",225
"105",68
"106",105
"107",222
"108",650
"109",13
"110",129
"111",330
"112",302
"113",503
"114",346
"115",110
"116",232
"117",543
"118",481
"119",697
"120",15
"121",494
"122",280
"123",403
"124",740
"125",336
"126",463
"127",474
"128",706
"129",667
"130",586
"131",176
"132",535
"133",576
"134",207
"135",268
"136",158
"137",315
"138",645
"139",138
"140",519
"141",446
"142",410
"143",414
"144",745
"145",151
"146",508
"147",230
"148",173
"149",509
"150",62
"151",530
"152",107
"153",258
"154",424
"155",234
"156",725
"157",164
"158",702
"159",169
"160",552
"161",636
"162",534
"163",674
"164",433
"165",171
"166",195
"167",229
"168",735
"169",318
"170",167
"171",148
"172",354
"173",320
"174",476
"175",742
"176",529
"177",458
"178",221
"179",313
"180",450
"181",663
"182",634
"183",637
"184",521
"185",21
"186",728
"187",188
"188",84
"189",653
"190",57
"191",20
"192",246
"193",75
"194",644
"195",714
"196",118
"197",119
"198",178
"199",227
"200",438
"201",104
"202",291
"203",682
"204",165
"205",154
"206",739
"207",203
"208",113
"209",281
"210",532
"211",306
"212",640
"213",432
"214",583
"215",672
"216",570
"217",338
"218",52
"219",134
"220",533
"221",688
"222",512
"223",254
"224",447
"225",712
"226",511
"227",390
"228",345
"229",11
"230",124
"231",732
"232",428
"233",327
"234",479
"235",335
"236",108
"237",616
"238",700
"239",39
"240",237
"241",97
"242",670
"243",635
"244",142
"245",550
"246",608
"247",462
"248",500
"249",520
"250",303
"251",296
"252",648
"253",70
"254",83
"255",560
"256",45
"257",219
"258",196
"259",419
"260",147
"261",651
"262",204
"263",199
"264",140
"265",547
"266",88
"267",679
"268",614
"269",182
"270",621
"271",717
"272",515
"273",121
"274",48
"275",671
"276",96
"277",337
"278",347
"279",18
"280",69
"281",741
"282",684
"283",213
"284",484
"285",502
"286",217
"287",470
"288",59
"289",537
"290",617
"291",557
"292",130
"293",751
"294",301
"295",471
"296",441
"297",259
"298",30
"299",555
"300",155
"301",396
"302",483
"303",421
"304",581
"305",584
"306",599
"307",501
"308",466
"309",486
"310",465
"311",544
"312",186
"313",116
"314",341
"315",549
"316",477
"317",743
"318",504
"319",200
"320",355
"321",308
"322",567
"323",425
"324",733
"325",41
"326",591
"327",423
"328",149
"329",631
"330",628
"331",449
"332",498
"333",51
"334",406
"335",136
"336",459
"337",718
"338",109
"339",1
"340",727
"341",168
"342",206
"343",723
"344",286
"345",510
"346",348
"347",125
"348",454
"349",451
"350",478
"351",523
"352",711
"353",716
"354",183
"355",518
"356",661
"357",630
"358",102
"359",170
"360",241
"361",181
"362",339
"363",103
"364",415
"365",469
"366",233
"367",223
"368",701
"369",748
"370",526
"371",126
"372",522
"373",417
"374",505
"375",36
"376",468
"377",538
"378",551
"379",353
"380",704
"381",420
"382",111
"383",193
"384",598
"385",632
"386",312
"387",214
"388",60
"389",357
"390",273
"391",408
"392",625
"393",487
"394",10
"395",593
"396",676
"397",643
"398",597
"399",546
"400",157
"401",427
"402",604
"403",112
"404",174
"405",443
"406",304
"407",545
"408",47
"409",683
"410",652
"411",67
"412",473
"413",460
"414",641
"415",26
"416",212
"417",356
"418",228
"419",709
"420",352
"421",332
"422",43
"423",144
"424",456
"425",556
"426",657
"427",256
"428",319
"429",563
"430",647
"431",177
"432",448
"433",239
"434",666
"435",314
"436",328
"437",753
"438",4
"439",85
"440",146
"441",179
"442",407
"443",321
"444",285
"445",627
"446",156
"447",94
"448",198
"449",81
"450",65
"451",708
"452",307
"453",430
"454",44
"455",737
"456",566
"457",575
"458",24
"459",187
"460",317
"461",726
"462",270
"463",242
"464",681
"465",120
"466",114
"467",588
"468",80
"469",686
"470",175
"471",61
"472",439
"473",507
"474",669
"475",413
"476",343
"477",531
"478",358
"479",516
"480",453
"481",6
"482",524
"483",548
"484",145
"485",289
"486",205
"487",132
"488",251
"489",585
"490",78
"491",437
"492",642
"493",755
"494",139
"495",719
"496",694
"497",569
"498",499
"499",580
"500",579
"501",100
"502",245
"503",89
