"","x"
"1",5
"2",9
"3",11
"4",14
"5",16
"6",18
"7",20
"8",22
"9",25
"10",32
"11",39
"12",47
"13",50
"14",52
"15",54
"16",57
"17",58
"18",59
"19",63
"20",64
"21",67
"22",68
"23",76
"24",82
"25",83
"26",90
"27",101
"28",104
"29",107
"30",108
"31",109
"32",110
"33",119
"34",125
"35",126
"36",128
"37",130
"38",131
"39",132
"40",138
"41",141
"42",149
"43",153
"44",162
"45",163
"46",164
"47",165
"48",166
"49",168
"50",175
"51",177
"52",179
"53",180
"54",182
"55",185
"56",194
"57",195
"58",196
"59",197
"60",200
"61",201
"62",202
"63",203
"64",205
"65",207
"66",211
"67",214
"68",217
"69",218
"70",221
"71",222
"72",223
"73",224
"74",226
"75",228
"76",232
"77",233
"78",239
"79",240
"80",242
"81",243
"82",244
"83",247
"84",250
"85",252
"86",254
"87",255
"88",261
"89",262
"90",264
"91",267
"92",273
"93",281
"94",284
"95",285
"96",288
"97",292
"98",294
"99",296
"100",297
"101",299
"102",302
"103",304
"104",307
"105",312
"106",315
"107",318
"108",322
"109",328
"110",331
"111",332
"112",339
"113",343
"114",344
"115",346
"116",347
"117",349
"118",353
"119",359
"120",366
"121",372
"122",377
"123",379
"124",383
"125",384
"126",386
"127",390
"128",392
"129",398
"130",401
"131",403
"132",406
"133",411
"134",412
"135",416
"136",418
"137",420
"138",421
"139",422
"140",423
"141",427
"142",428
"143",433
"144",435
"145",439
"146",448
"147",456
"148",458
"149",465
"150",468
"151",469
"152",470
"153",472
"154",473
"155",477
"156",483
"157",484
"158",490
"159",504
"160",505
"161",508
"162",511
"163",515
"164",518
"165",519
"166",521
"167",524
"168",527
"169",530
"170",532
"171",534
"172",535
"173",537
"174",539
"175",540
"176",543
"177",544
"178",546
"179",552
"180",554
"181",555
"182",557
"183",560
"184",564
"185",565
"186",566
"187",567
"188",568
"189",570
"190",578
"191",579
"192",580
"193",582
"194",585
"195",586
"196",588
"197",591
"198",597
"199",609
"200",611
"201",614
"202",617
"203",619
"204",632
"205",638
"206",639
"207",641
"208",642
"209",647
"210",649
"211",653
"212",654
"213",656
"214",658
"215",660
"216",661
"217",662
"218",663
"219",668
"220",669
"221",670
"222",672
"223",673
"224",675
"225",677
"226",678
"227",680
"228",684
"229",687
"230",689
"231",691
"232",695
"233",698
"234",705
"235",707
"236",709
"237",712
"238",715
"239",716
"240",717
"241",719
"242",720
"243",725
"244",732
"245",738
"246",739
"247",741
"248",742
"249",743
"250",745
"251",747
"252",755
