"","x"
"1",244
"2",364
"3",387
"4",496
"5",383
"6",224
"7",184
"8",384
"9",360
"10",655
"11",562
"12",283
"13",514
"14",475
"15",297
"16",426
"17",32
"18",322
"19",284
"20",305
"21",388
"22",76
"23",380
"24",368
"25",211
"26",53
"27",137
"28",536
"29",363
"30",401
"31",381
"32",369
"33",71
"34",554
"35",267
"36",310
"37",707
"38",574
"39",457
"40",389
"41",218
"42",677
"43",365
"44",279
"45",16
"46",278
"47",128
"48",372
"49",378
"50",600
"51",265
"52",23
"53",375
"54",31
"55",236
"56",582
"57",561
"58",141
"59",379
"60",367
"61",382
"62",606
"63",235
"64",169
"65",231
"66",48
"67",45
"68",568
"69",697
"70",533
"71",1
"72",750
"73",339
"74",436
"75",311
"76",516
"77",14
"78",477
"79",214
"80",706
"81",392
"82",10
"83",651
"84",453
"85",282
"86",171
"87",486
"88",658
"89",487
"90",510
"91",296
"92",416
"93",132
"94",124
"95",491
"96",230
"97",517
"98",659
"99",512
"100",523
"101",182
"102",179
"103",20
"104",703
"105",258
"106",313
"107",239
"108",620
"109",351
"110",634
"111",714
"112",252
"113",525
"114",97
"115",70
"116",530
"117",337
"118",430
"119",558
"120",404
"121",312
"122",217
"123",647
"124",612
"125",225
"126",420
"127",247
"128",341
"129",682
"130",170
"131",255
"132",42
"133",631
"134",712
"135",276
"136",315
"137",511
"138",628
"139",424
"140",474
"141",413
"142",744
"143",604
"144",6
"145",702
"146",166
"147",719
"148",84
"149",245
"150",161
"151",551
"152",547
"153",743
"154",61
"155",537
"156",552
"157",543
"158",613
"159",425
"160",437
"161",270
"162",93
"163",158
"164",454
"165",127
"166",199
"167",26
"168",157
"169",138
"170",532
"171",164
"172",200
"173",338
"174",415
"175",89
"176",410
"177",150
"178",285
"179",352
"180",154
"181",102
"182",345
"183",615
"184",248
"185",498
"186",177
"187",737
"188",176
"189",445
"190",68
"191",349
"192",120
"193",649
"194",755
"195",419
"196",459
"197",597
"198",144
"199",439
"200",469
"201",174
"202",201
"203",566
"204",632
"205",640
"206",162
"207",608
"208",723
"209",187
"210",343
"211",304
"212",206
"213",635
"214",9
"215",480
"216",679
"217",545
"218",748
"219",88
"220",596
"221",125
"222",148
"223",24
"224",75
"225",194
"226",472
"227",504
"228",104
"229",513
"230",385
"231",753
"232",91
"233",130
"234",467
"235",260
"236",268
"237",281
"238",733
"239",203
"240",671
"241",106
"242",213
"243",109
"244",646
"245",610
"246",422
"247",33
"248",709
"249",114
"250",11
"251",704
"252",78
"253",590
"254",140
"255",735
"256",156
"257",627
"258",539
"259",216
"260",96
"261",346
"262",601
"263",412
"264",662
"265",645
"266",66
"267",238
"268",509
"269",336
"270",356
"271",139
"272",548
"273",332
"274",204
"275",669
"276",354
"277",152
"278",531
"279",94
"280",82
"281",650
"282",329
"283",69
"284",482
"285",324
"286",727
"287",673
"288",321
"289",399
"290",3
"291",4
"292",555
"293",402
"294",39
"295",503
"296",435
"297",198
"298",443
"299",103
"300",580
"301",180
"302",65
"303",331
"304",49
"305",27
"306",605
"307",488
"308",290
"309",754
"310",520
"311",414
"312",584
"313",621
"314",289
"315",644
"316",423
"317",564
"318",47
"319",664
"320",12
"321",527
"322",273
"323",560
"324",716
"325",262
"326",581
"327",427
"328",609
"329",237
"330",688
"331",308
"332",165
"333",118
"334",342
"335",40
"336",473
"337",113
"338",243
"339",680
"340",28
"341",495
"342",81
"343",526
"344",185
"345",578
"346",197
"347",518
"348",569
"349",642
"350",571
"351",250
"352",742
"353",500
"354",64
"355",661
"356",101
"357",589
"358",400
"359",433
"360",528
"361",556
"362",731
"363",205
"364",123
"365",617
"366",350
"367",196
"368",74
"369",86
"370",314
"371",421
"372",286
"373",494
"374",417
"375",251
"376",585
"377",151
"378",667
"379",18
"380",565
"381",557
"382",188
"383",227
"384",242
"385",641
"386",465
"387",191
"388",223
"389",656
"390",62
"391",222
"392",149
"393",724
"394",718
"395",348
"396",210
"397",505
"398",741
"399",670
"400",591
"401",535
"402",334
"403",122
"404",41
"405",665
"406",700
"407",85
"408",189
"409",246
"410",567
"411",173
"412",59
"413",116
"414",685
"415",441
"416",722
"417",36
"418",717
"419",470
"420",159
"421",175
"422",691
"423",715
"424",479
"425",570
"426",577
"427",544
"428",288
"429",183
"430",684
"431",219
"432",708
"433",272
"434",434
"435",483
"436",428
"437",13
"438",5
"439",732
"440",110
"441",19
"442",583
"443",358
"444",325
"445",575
"446",60
"447",752
"448",105
"449",30
"450",112
"451",57
"452",241
"453",193
"454",335
"455",43
"456",17
"457",594
"458",447
"459",629
"460",328
"461",83
"462",55
"463",429
"464",598
"465",409
"466",320
"467",478
"468",549
"469",22
"470",107
"471",209
"472",117
"473",391
"474",572
"475",72
"476",460
"477",373
"478",291
"479",456
"480",240
"481",461
"482",728
"483",301
"484",431
"485",623
"486",485
"487",458
"488",626
"489",711
"490",300
"491",121
"492",599
"493",745
"494",226
"495",595
"496",51
"497",508
"498",529
"499",710
"500",44
"501",690
"502",54
"503",186
