"","x"
"1",1
"2",4
"3",5
"4",8
"5",12
"6",15
"7",23
"8",26
"9",39
"10",43
"11",44
"12",51
"13",52
"14",57
"15",58
"16",62
"17",69
"18",74
"19",75
"20",80
"21",82
"22",84
"23",89
"24",90
"25",92
"26",93
"27",94
"28",96
"29",97
"30",99
"31",102
"32",105
"33",111
"34",112
"35",114
"36",122
"37",125
"38",127
"39",129
"40",134
"41",135
"42",137
"43",141
"44",142
"45",148
"46",151
"47",153
"48",155
"49",158
"50",163
"51",179
"52",181
"53",183
"54",184
"55",190
"56",195
"57",196
"58",197
"59",198
"60",203
"61",207
"62",209
"63",212
"64",214
"65",216
"66",217
"67",218
"68",219
"69",230
"70",232
"71",236
"72",237
"73",238
"74",244
"75",245
"76",247
"77",250
"78",251
"79",253
"80",261
"81",264
"82",273
"83",274
"84",275
"85",287
"86",289
"87",290
"88",294
"89",296
"90",297
"91",298
"92",301
"93",303
"94",304
"95",306
"96",307
"97",310
"98",311
"99",314
"100",317
"101",319
"102",320
"103",324
"104",326
"105",335
"106",336
"107",337
"108",338
"109",340
"110",343
"111",346
"112",349
"113",351
"114",354
"115",359
"116",361
"117",365
"118",366
"119",368
"120",369
"121",370
"122",378
"123",384
"124",387
"125",391
"126",392
"127",395
"128",399
"129",402
"130",403
"131",405
"132",408
"133",413
"134",418
"135",421
"136",422
"137",423
"138",426
"139",428
"140",429
"141",431
"142",433
"143",434
"144",441
"145",442
"146",444
"147",445
"148",453
"149",460
"150",461
"151",462
"152",463
"153",464
"154",466
"155",468
"156",472
"157",473
"158",477
"159",478
"160",483
"161",494
"162",495
"163",499
"164",500
"165",504
"166",505
"167",515
"168",521
"169",524
"170",528
"171",529
"172",535
"173",539
"174",542
"175",549
"176",553
"177",555
"178",556
"179",557
"180",558
"181",562
"182",563
"183",564
"184",567
"185",572
"186",575
"187",579
"188",580
"189",585
"190",588
"191",592
"192",594
"193",595
"194",596
"195",598
"196",600
"197",601
"198",603
"199",604
"200",609
"201",610
"202",612
"203",618
"204",619
"205",620
"206",621
"207",627
"208",628
"209",633
"210",637
"211",638
"212",644
"213",648
"214",652
"215",655
"216",656
"217",657
"218",659
"219",661
"220",664
"221",665
"222",669
"223",682
"224",684
"225",685
"226",687
"227",688
"228",694
"229",696
"230",700
"231",701
"232",704
"233",706
"234",707
"235",708
"236",710
"237",711
"238",713
"239",715
"240",718
"241",719
"242",724
"243",726
"244",728
"245",729
"246",730
"247",737
"248",743
"249",744
"250",747
"251",750
"252",751
