"","x"
"1",747
"2",729
"3",388
"4",380
"5",707
"6",128
"7",16
"8",294
"9",633
"10",295
"11",387
"12",374
"13",540
"14",574
"15",365
"16",279
"17",224
"18",369
"19",677
"20",370
"21",23
"22",426
"23",360
"24",76
"25",137
"26",236
"27",292
"28",582
"29",283
"30",297
"31",267
"32",73
"33",263
"34",367
"35",383
"36",293
"37",720
"38",90
"39",305
"40",561
"41",284
"42",32
"43",31
"44",401
"45",562
"46",382
"47",277
"48",514
"49",600
"50",215
"51",53
"52",366
"53",184
"54",37
"55",554
"56",218
"57",133
"58",371
"59",389
"60",375
"61",496
"62",663
"63",157
"64",402
"65",126
"66",83
"67",347
"68",216
"69",675
"70",491
"71",651
"72",612
"73",479
"74",390
"75",737
"76",474
"77",220
"78",247
"79",102
"80",357
"81",573
"82",269
"83",309
"84",700
"85",280
"86",355
"87",125
"88",350
"89",158
"90",44
"91",171
"92",103
"93",241
"94",646
"95",584
"96",434
"97",221
"98",676
"99",504
"100",443
"101",75
"102",152
"103",752
"104",481
"105",22
"106",340
"107",167
"108",219
"109",275
"110",183
"111",411
"112",524
"113",445
"114",603
"115",342
"116",458
"117",233
"118",429
"119",67
"120",282
"121",351
"122",213
"123",8
"124",592
"125",229
"126",38
"127",30
"128",483
"129",487
"130",200
"131",17
"132",506
"133",687
"134",198
"135",432
"136",392
"137",688
"138",253
"139",693
"140",130
"141",386
"142",452
"143",327
"144",94
"145",266
"146",507
"147",631
"148",234
"149",101
"150",180
"151",325
"152",145
"153",291
"154",4
"155",223
"156",185
"157",264
"158",617
"159",463
"160",248
"161",598
"162",640
"163",723
"164",65
"165",72
"166",428
"167",139
"168",225
"169",353
"170",689
"171",746
"172",686
"173",635
"174",427
"175",511
"176",63
"177",653
"178",93
"179",159
"180",666
"181",485
"182",441
"183",560
"184",156
"185",563
"186",476
"187",154
"188",736
"189",488
"190",632
"191",79
"192",500
"193",662
"194",749
"195",590
"196",613
"197",315
"198",122
"199",604
"200",182
"201",179
"202",549
"203",659
"204",227
"205",735
"206",455
"207",454
"208",557
"209",115
"210",460
"211",708
"212",672
"213",262
"214",312
"215",657
"216",120
"217",627
"218",716
"219",572
"220",259
"221",146
"222",450
"223",1
"224",466
"225",422
"226",177
"227",513
"228",526
"229",12
"230",566
"231",228
"232",106
"233",567
"234",62
"235",730
"236",319
"237",250
"238",630
"239",703
"240",176
"241",97
"242",421
"243",301
"244",529
"245",172
"246",398
"247",240
"248",194
"249",74
"250",112
"251",418
"252",558
"253",741
"254",397
"255",40
"256",249
"257",490
"258",713
"259",148
"260",151
"261",552
"262",669
"263",575
"264",204
"265",508
"266",459
"267",245
"268",404
"269",43
"270",232
"271",521
"272",461
"273",318
"274",395
"275",586
"276",417
"277",471
"278",26
"279",174
"280",701
"281",57
"282",489
"283",346
"284",564
"285",665
"286",528
"287",170
"288",135
"289",212
"290",548
"291",537
"292",201
"293",87
"294",24
"295",186
"296",611
"297",731
"298",694
"299",589
"300",750
"301",722
"302",168
"303",161
"304",606
"305",440
"306",230
"307",644
"308",163
"309",661
"310",78
"311",28
"312",153
"313",328
"314",42
"315",525
"316",45
"317",92
"318",117
"319",104
"320",430
"321",601
"322",637
"323",740
"324",755
"325",618
"326",403
"327",354
"328",706
"329",616
"330",439
"331",520
"332",91
"333",147
"334",359
"335",534
"336",510
"337",329
"338",308
"339",649
"340",671
"341",86
"342",48
"343",681
"344",2
"345",132
"346",332
"347",272
"348",110
"349",442
"350",636
"351",733
"352",591
"353",385
"354",208
"355",648
"356",673
"357",484
"358",20
"359",252
"360",667
"361",58
"362",34
"363",664
"364",14
"365",239
"366",11
"367",178
"368",527
"369",70
"370",409
"371",656
"372",645
"373",717
"374",608
"375",453
"376",274
"377",85
"378",721
"379",100
"380",10
"381",543
"382",615
"383",336
"384",446
"385",66
"386",629
"387",685
"388",674
"389",553
"390",523
"391",98
"392",306
"393",550
"394",423
"395",231
"396",469
"397",260
"398",7
"399",188
"400",237
"401",331
"402",406
"403",492
"404",696
"405",321
"406",444
"407",697
"408",140
"409",436
"410",678
"411",448
"412",344
"413",580
"414",314
"415",565
"416",335
"417",206
"418",396
"419",539
"420",568
"421",416
"422",668
"423",68
"424",413
"425",715
"426",311
"427",588
"428",408
"429",624
"430",438
"431",727
"432",502
"433",437
"434",555
"435",255
"436",654
"437",642
"438",235
"439",599
"440",619
"441",50
"442",373
"443",695
"444",744
"445",714
"446",190
"447",150
"448",3
"449",647
"450",425
"451",114
"452",609
"453",209
"454",579
"455",410
"456",652
"457",39
"458",6
"459",621
"460",614
"461",498
"462",643
"463",420
"464",41
"465",748
"466",751
"467",623
"468",472
"469",610
"470",532
"471",271
"472",313
"473",18
"474",583
"475",61
"476",622
"477",691
"478",682
"479",196
"480",55
"481",95
"482",628
"483",49
"484",719
"485",304
"486",419
"487",712
"488",576
"489",316
"490",52
"491",478
"492",207
"493",257
"494",286
"495",127
"496",81
"497",412
"498",449
"499",323
"500",214
"501",596
"502",108
"503",160
