"","x"
"1",283
"2",720
"3",729
"4",747
"5",141
"6",378
"7",380
"8",361
"9",401
"10",16
"11",382
"12",73
"13",294
"14",137
"15",554
"16",236
"17",263
"18",360
"19",299
"20",375
"21",388
"22",292
"23",362
"24",383
"25",366
"26",376
"27",389
"28",457
"29",287
"30",297
"31",364
"32",542
"33",374
"34",215
"35",244
"36",368
"37",381
"38",218
"39",698
"40",32
"41",310
"42",211
"43",394
"44",295
"45",71
"46",655
"47",277
"48",31
"49",278
"50",496
"51",475
"52",298
"53",293
"54",514
"55",370
"56",536
"57",372
"58",128
"59",133
"60",677
"61",369
"62",744
"63",327
"64",422
"65",226
"66",127
"67",509
"68",131
"69",6
"70",483
"71",221
"72",535
"73",676
"74",517
"75",630
"76",129
"77",130
"78",719
"79",603
"80",742
"81",737
"82",585
"83",116
"84",162
"85",544
"86",721
"87",254
"88",664
"89",714
"90",169
"91",461
"92",628
"93",617
"94",701
"95",619
"96",106
"97",402
"98",125
"99",255
"100",301
"101",150
"102",175
"103",140
"104",411
"105",626
"106",455
"107",257
"108",147
"109",174
"110",48
"111",631
"112",320
"113",661
"114",625
"115",123
"116",21
"117",385
"118",510
"119",425
"120",523
"121",46
"122",335
"123",539
"124",477
"125",180
"126",138
"127",12
"128",699
"129",111
"130",178
"131",504
"132",724
"133",438
"134",390
"135",639
"136",732
"137",670
"138",710
"139",234
"140",551
"141",5
"142",645
"143",43
"144",288
"145",343
"146",344
"147",590
"148",704
"149",644
"150",393
"151",235
"152",613
"153",300
"154",317
"155",566
"156",324
"157",41
"158",262
"159",38
"160",547
"161",270
"162",36
"163",623
"164",502
"165",177
"166",197
"167",96
"168",64
"169",444
"170",543
"171",281
"172",506
"173",531
"174",219
"175",333
"176",330
"177",599
"178",377
"179",525
"180",34
"181",44
"182",427
"183",223
"184",449
"185",107
"186",222
"187",404
"188",580
"189",308
"190",697
"191",86
"192",641
"193",338
"194",4
"195",188
"196",318
"197",230
"198",601
"199",433
"200",249
"201",400
"202",158
"203",447
"204",1
"205",149
"206",522
"207",207
"208",749
"209",108
"210",121
"211",340
"212",250
"213",666
"214",157
"215",165
"216",451
"217",231
"218",217
"219",448
"220",303
"221",472
"222",124
"223",627
"224",605
"225",373
"226",104
"227",84
"228",304
"229",33
"230",608
"231",570
"232",465
"233",246
"234",443
"235",446
"236",272
"237",632
"238",647
"239",181
"240",621
"241",78
"242",624
"243",507
"244",638
"245",440
"246",555
"247",81
"248",415
"249",563
"250",752
"251",192
"252",564
"253",486
"254",176
"255",575
"256",548
"257",637
"258",204
"259",160
"260",494
"261",648
"262",102
"263",172
"264",307
"265",464
"266",359
"267",682
"268",397
"269",185
"270",515
"271",103
"272",569
"273",557
"274",99
"275",410
"276",88
"277",595
"278",239
"279",715
"280",146
"281",497
"282",568
"283",659
"284",266
"285",740
"286",55
"287",417
"288",456
"289",252
"290",511
"291",233
"292",83
"293",248
"294",105
"295",117
"296",17
"297",533
"298",168
"299",552
"300",166
"301",409
"302",413
"303",355
"304",271
"305",519
"306",694
"307",14
"308",685
"309",319
"310",358
"311",237
"312",728
"313",276
"314",40
"315",418
"316",591
"317",423
"318",119
"319",713
"320",503
"321",145
"322",110
"323",468
"324",650
"325",243
"326",674
"327",693
"328",354
"329",521
"330",100
"331",159
"332",660
"333",229
"334",302
"335",604
"336",202
"337",541
"338",92
"339",474
"340",347
"341",85
"342",329
"343",152
"344",576
"345",7
"346",311
"347",537
"348",686
"349",19
"350",620
"351",572
"352",672
"353",520
"354",581
"355",68
"356",424
"357",723
"358",357
"359",220
"360",57
"361",473
"362",578
"363",35
"364",741
"365",65
"366",484
"367",592
"368",403
"369",209
"370",583
"371",336
"372",751
"373",15
"374",432
"375",186
"376",558
"377",480
"378",74
"379",238
"380",594
"381",658
"382",725
"383",258
"384",588
"385",654
"386",726
"387",69
"388",615
"389",22
"390",9
"391",716
"392",505
"393",731
"394",210
"395",346
"396",488
"397",499
"398",530
"399",722
"400",703
"401",196
"402",516
"403",680
"404",622
"405",148
"406",274
"407",538
"408",690
"409",28
"410",709
"411",493
"412",584
"413",70
"414",743
"415",260
"416",216
"417",201
"418",579
"419",431
"420",179
"421",702
"422",18
"423",227
"424",616
"425",453
"426",434
"427",467
"428",482
"429",113
"430",66
"431",290
"432",429
"433",356
"434",154
"435",326
"436",598
"437",452
"438",587
"439",688
"440",454
"441",132
"442",612
"443",746
"444",136
"445",261
"446",527
"447",242
"448",193
"449",529
"450",652
"451",695
"452",398
"453",309
"454",49
"455",458
"456",163
"457",183
"458",684
"459",144
"460",98
"461",460
"462",126
"463",82
"464",306
"465",712
"466",42
"467",487
"468",79
"469",339
"470",135
"471",663
"472",640
"473",313
"474",198
"475",466
"476",476
"477",315
"478",342
"479",733
"480",348
"481",671
"482",518
"483",118
"484",213
"485",151
"486",546
"487",296
"488",634
"489",611
"490",60
"491",665
"492",195
"493",275
"494",708
"495",687
"496",532
"497",51
"498",286
"499",170
"500",20
"501",27
"502",407
"503",717
