"","x"
"1",2
"2",4
"3",5
"4",7
"5",9
"6",11
"7",19
"8",22
"9",23
"10",24
"11",26
"12",31
"13",32
"14",33
"15",36
"16",46
"17",49
"18",51
"19",56
"20",57
"21",62
"22",64
"23",65
"24",67
"25",70
"26",72
"27",78
"28",81
"29",84
"30",88
"31",89
"32",90
"33",92
"34",93
"35",94
"36",95
"37",105
"38",106
"39",108
"40",109
"41",113
"42",118
"43",119
"44",124
"45",127
"46",133
"47",134
"48",137
"49",144
"50",147
"51",149
"52",152
"53",161
"54",170
"55",172
"56",175
"57",176
"58",181
"59",182
"60",187
"61",188
"62",191
"63",193
"64",198
"65",202
"66",206
"67",207
"68",208
"69",213
"70",214
"71",218
"72",222
"73",223
"74",224
"75",225
"76",228
"77",237
"78",238
"79",246
"80",248
"81",251
"82",252
"83",259
"84",261
"85",263
"86",267
"87",269
"88",272
"89",277
"90",278
"91",279
"92",280
"93",282
"94",284
"95",289
"96",290
"97",292
"98",294
"99",300
"100",304
"101",307
"102",308
"103",316
"104",318
"105",319
"106",323
"107",325
"108",328
"109",332
"110",335
"111",340
"112",345
"113",346
"114",351
"115",353
"116",357
"117",360
"118",362
"119",369
"120",371
"121",375
"122",381
"123",387
"124",390
"125",391
"126",392
"127",393
"128",395
"129",400
"130",404
"131",407
"132",410
"133",411
"134",412
"135",413
"136",414
"137",415
"138",417
"139",420
"140",422
"141",426
"142",427
"143",433
"144",436
"145",437
"146",440
"147",442
"148",444
"149",446
"150",447
"151",448
"152",452
"153",454
"154",456
"155",457
"156",460
"157",461
"158",462
"159",463
"160",466
"161",467
"162",468
"163",473
"164",479
"165",482
"166",485
"167",486
"168",489
"169",499
"170",500
"171",502
"172",503
"173",505
"174",508
"175",511
"176",514
"177",515
"178",516
"179",520
"180",521
"181",525
"182",531
"183",532
"184",533
"185",536
"186",541
"187",542
"188",543
"189",545
"190",546
"191",547
"192",549
"193",556
"194",562
"195",563
"196",565
"197",567
"198",569
"199",572
"200",573
"201",576
"202",577
"203",586
"204",588
"205",589
"206",591
"207",592
"208",594
"209",598
"210",601
"211",609
"212",617
"213",618
"214",620
"215",623
"216",625
"217",627
"218",633
"219",634
"220",636
"221",639
"222",643
"223",656
"224",663
"225",670
"226",673
"227",682
"228",684
"229",688
"230",692
"231",700
"232",701
"233",703
"234",704
"235",705
"236",708
"237",709
"238",710
"239",711
"240",720
"241",721
"242",722
"243",723
"244",726
"245",727
"246",732
"247",733
"248",735
"249",737
"250",739
"251",746
"252",749
