"","x"
"1",3
"2",8
"3",15
"4",17
"5",21
"6",23
"7",28
"8",30
"9",33
"10",35
"11",37
"12",40
"13",41
"14",44
"15",49
"16",52
"17",57
"18",58
"19",59
"20",60
"21",67
"22",69
"23",70
"24",71
"25",73
"26",74
"27",82
"28",88
"29",90
"30",95
"31",97
"32",99
"33",101
"34",102
"35",106
"36",107
"37",109
"38",117
"39",120
"40",123
"41",125
"42",126
"43",130
"44",133
"45",134
"46",139
"47",143
"48",144
"49",145
"50",147
"51",149
"52",157
"53",158
"54",160
"55",161
"56",162
"57",168
"58",171
"59",175
"60",176
"61",178
"62",179
"63",180
"64",183
"65",190
"66",194
"67",199
"68",200
"69",215
"70",219
"71",220
"72",222
"73",226
"74",229
"75",230
"76",231
"77",234
"78",235
"79",239
"80",240
"81",243
"82",246
"83",247
"84",248
"85",254
"86",255
"87",261
"88",262
"89",263
"90",264
"91",269
"92",276
"93",277
"94",278
"95",281
"96",282
"97",290
"98",295
"99",299
"100",303
"101",309
"102",310
"103",314
"104",315
"105",318
"106",320
"107",322
"108",323
"109",325
"110",329
"111",333
"112",334
"113",338
"114",345
"115",348
"116",353
"117",355
"118",356
"119",358
"120",360
"121",362
"122",367
"123",368
"124",372
"125",375
"126",376
"127",384
"128",385
"129",392
"130",394
"131",400
"132",401
"133",404
"134",409
"135",411
"136",412
"137",420
"138",427
"139",429
"140",434
"141",439
"142",441
"143",442
"144",443
"145",445
"146",455
"147",457
"148",458
"149",462
"150",464
"151",466
"152",467
"153",468
"154",470
"155",477
"156",478
"157",479
"158",488
"159",489
"160",495
"161",496
"162",498
"163",499
"164",504
"165",506
"166",508
"167",513
"168",514
"169",516
"170",522
"171",523
"172",527
"173",529
"174",530
"175",533
"176",534
"177",538
"178",539
"179",543
"180",544
"181",549
"182",550
"183",551
"184",552
"185",558
"186",560
"187",561
"188",562
"189",570
"190",573
"191",575
"192",576
"193",586
"194",592
"195",593
"196",594
"197",595
"198",603
"199",605
"200",609
"201",610
"202",626
"203",630
"204",634
"205",639
"206",642
"207",643
"208",644
"209",648
"210",652
"211",654
"212",664
"213",665
"214",668
"215",672
"216",673
"217",678
"218",679
"219",680
"220",681
"221",683
"222",688
"223",689
"224",691
"225",692
"226",697
"227",698
"228",700
"229",704
"230",705
"231",709
"232",710
"233",714
"234",715
"235",716
"236",718
"237",724
"238",725
"239",728
"240",730
"241",733
"242",734
"243",737
"244",739
"245",741
"246",742
"247",744
"248",745
"249",746
"250",750
"251",751
"252",753
