"","x"
"1",2
"2",6
"3",7
"4",8
"5",9
"6",11
"7",13
"8",14
"9",17
"10",20
"11",21
"12",22
"13",23
"14",25
"15",32
"16",34
"17",36
"18",37
"19",40
"20",45
"21",52
"22",53
"23",59
"24",66
"25",72
"26",73
"27",76
"28",77
"29",78
"30",80
"31",83
"32",85
"33",87
"34",88
"35",89
"36",90
"37",96
"38",97
"39",98
"40",100
"41",103
"42",106
"43",107
"44",108
"45",109
"46",113
"47",121
"48",122
"49",123
"50",127
"51",128
"52",130
"53",133
"54",136
"55",139
"56",140
"57",141
"58",149
"59",150
"60",152
"61",157
"62",160
"63",161
"64",167
"65",168
"66",169
"67",172
"68",177
"69",184
"70",185
"71",195
"72",201
"73",203
"74",206
"75",212
"76",217
"77",219
"78",225
"79",229
"80",230
"81",233
"82",243
"83",245
"84",246
"85",248
"86",250
"87",251
"88",255
"89",258
"90",266
"91",267
"92",271
"93",275
"94",280
"95",285
"96",292
"97",293
"98",294
"99",303
"100",304
"101",308
"102",320
"103",321
"104",324
"105",325
"106",327
"107",331
"108",332
"109",334
"110",337
"111",342
"112",345
"113",348
"114",353
"115",354
"116",357
"117",358
"118",359
"119",363
"120",365
"121",375
"122",380
"123",381
"124",383
"125",385
"126",387
"127",389
"128",390
"129",392
"130",393
"131",394
"132",401
"133",402
"134",410
"135",411
"136",415
"137",419
"138",427
"139",428
"140",435
"141",436
"142",439
"143",441
"144",445
"145",448
"146",450
"147",452
"148",453
"149",454
"150",455
"151",464
"152",468
"153",469
"154",471
"155",472
"156",476
"157",482
"158",483
"159",485
"160",486
"161",487
"162",489
"163",493
"164",495
"165",497
"166",500
"167",502
"168",503
"169",505
"170",506
"171",510
"172",511
"173",514
"174",520
"175",522
"176",525
"177",526
"178",528
"179",531
"180",539
"181",544
"182",546
"183",547
"184",550
"185",551
"186",554
"187",557
"188",564
"189",566
"190",567
"191",568
"192",569
"193",573
"194",574
"195",577
"196",585
"197",590
"198",592
"199",593
"200",594
"201",596
"202",597
"203",598
"204",600
"205",603
"206",609
"207",613
"208",615
"209",617
"210",621
"211",623
"212",627
"213",628
"214",630
"215",631
"216",638
"217",641
"218",648
"219",650
"220",657
"221",660
"222",663
"223",664
"224",665
"225",666
"226",673
"227",680
"228",688
"229",690
"230",691
"231",692
"232",693
"233",695
"234",699
"235",701
"236",707
"237",708
"238",713
"239",714
"240",716
"241",721
"242",724
"243",726
"244",730
"245",733
"246",742
"247",743
"248",745
"249",749
"250",751
"251",754
"252",755
