"","x"
"1",388
"2",378
"3",293
"4",295
"5",374
"6",370
"7",128
"8",384
"9",361
"10",376
"11",720
"12",278
"13",141
"14",380
"15",73
"16",279
"17",224
"18",284
"19",322
"20",211
"21",375
"22",363
"23",747
"24",582
"25",394
"26",218
"27",382
"28",133
"29",263
"30",236
"31",32
"32",561
"33",267
"34",401
"35",283
"36",77
"37",360
"38",71
"39",76
"40",310
"41",292
"42",554
"43",184
"44",244
"45",305
"46",707
"47",367
"48",23
"49",362
"50",426
"51",53
"52",294
"53",381
"54",457
"55",143
"56",265
"57",371
"58",298
"59",389
"60",729
"61",540
"62",109
"63",689
"64",24
"65",246
"66",170
"67",602
"68",332
"69",191
"70",105
"71",341
"72",228
"73",622
"74",624
"75",750
"76",72
"77",274
"78",721
"79",534
"80",135
"81",685
"82",317
"83",43
"84",392
"85",570
"86",610
"87",68
"88",464
"89",449
"90",423
"91",704
"92",412
"93",20
"94",683
"95",339
"96",634
"97",340
"98",11
"99",637
"100",51
"101",450
"102",114
"103",185
"104",526
"105",478
"106",657
"107",667
"108",304
"109",549
"110",159
"111",78
"112",75
"113",373
"114",204
"115",737
"116",233
"117",160
"118",659
"119",709
"120",504
"121",656
"122",553
"123",745
"124",477
"125",597
"126",121
"127",682
"128",626
"129",200
"130",718
"131",395
"132",4
"133",80
"134",736
"135",550
"136",487
"137",452
"138",151
"139",731
"140",98
"141",34
"142",56
"143",288
"144",21
"145",421
"146",83
"147",296
"148",2
"149",9
"150",96
"151",645
"152",321
"153",413
"154",158
"155",214
"156",231
"157",551
"158",15
"159",660
"160",508
"161",106
"162",404
"163",252
"164",575
"165",163
"166",545
"167",661
"168",740
"169",172
"170",629
"171",385
"172",642
"173",434
"174",61
"175",58
"176",301
"177",483
"178",510
"179",176
"180",306
"181",390
"182",223
"183",708
"184",101
"185",632
"186",241
"187",136
"188",41
"189",725
"190",107
"191",177
"192",468
"193",157
"194",714
"195",654
"196",148
"197",594
"198",620
"199",3
"200",425
"201",676
"202",723
"203",611
"204",145
"205",35
"206",243
"207",576
"208",64
"209",692
"210",196
"211",564
"212",212
"213",428
"214",753
"215",687
"216",479
"217",122
"218",87
"219",249
"220",167
"221",498
"222",517
"223",532
"224",197
"225",48
"226",269
"227",66
"228",174
"229",484
"230",140
"231",118
"232",30
"233",405
"234",289
"235",522
"236",439
"237",393
"238",408
"239",630
"240",355
"241",399
"242",347
"243",754
"244",456
"245",239
"246",595
"247",281
"248",488
"249",55
"250",234
"251",678
"252",313
"253",706
"254",119
"255",104
"256",440
"257",52
"258",326
"259",245
"260",290
"261",142
"262",713
"263",417
"264",446
"265",515
"266",590
"267",556
"268",202
"269",719
"270",603
"271",465
"272",247
"273",499
"274",548
"275",82
"276",403
"277",688
"278",186
"279",694
"280",258
"281",430
"282",409
"283",124
"284",530
"285",271
"286",115
"287",691
"288",591
"289",65
"290",552
"291",209
"292",102
"293",210
"294",511
"295",727
"296",424
"297",414
"298",276
"299",325
"300",319
"301",735
"302",535
"303",237
"304",240
"305",451
"306",466
"307",134
"308",182
"309",323
"310",358
"311",744
"312",722
"313",598
"314",593
"315",162
"316",400
"317",85
"318",303
"319",578
"320",527
"321",280
"322",257
"323",173
"324",308
"325",377
"326",448
"327",18
"328",38
"329",711
"330",415
"331",19
"332",110
"333",724
"334",419
"335",300
"336",669
"337",342
"338",485
"339",555
"340",227
"341",391
"342",335
"343",579
"344",738
"345",482
"346",44
"347",189
"348",273
"349",17
"350",123
"351",501
"352",251
"353",222
"354",12
"355",649
"356",674
"357",705
"358",190
"359",525
"360",179
"361",402
"362",411
"363",702
"364",520
"365",260
"366",147
"367",253
"368",444
"369",544
"370",324
"371",50
"372",502
"373",6
"374",588
"375",22
"376",91
"377",512
"378",359
"379",516
"380",471
"381",469
"382",490
"383",318
"384",416
"385",743
"386",565
"387",194
"388",700
"389",635
"390",1
"391",697
"392",86
"393",338
"394",42
"395",679
"396",216
"397",673
"398",95
"399",348
"400",533
"401",131
"402",486
"403",286
"404",652
"405",614
"406",726
"407",623
"408",5
"409",154
"410",334
"411",681
"412",93
"413",717
"414",690
"415",438
"416",596
"417",650
"418",454
"419",695
"420",585
"421",29
"422",264
"423",354
"424",592
"425",432
"426",168
"427",70
"428",518
"429",152
"430",573
"431",255
"432",431
"433",45
"434",584
"435",628
"436",146
"437",7
"438",664
"439",569
"440",195
"441",442
"442",507
"443",206
"444",666
"445",40
"446",54
"447",235
"448",47
"449",503
"450",658
"451",307
"452",74
"453",165
"454",505
"455",447
"456",441
"457",67
"458",531
"459",455
"460",49
"461",427
"462",39
"463",568
"464",420
"465",219
"466",703
"467",566
"468",112
"469",648
"470",607
"471",350
"472",547
"473",493
"474",458
"475",529
"476",734
"477",433
"478",62
"479",314
"480",221
"481",330
"482",696
"483",232
"484",201
"485",473
"486",312
"487",506
"488",675
"489",398
"490",462
"491",435
"492",27
"493",213
"494",130
"495",81
"496",618
"497",242
"498",586
"499",8
"500",346
"501",644
"502",459
"503",577
