"","x"
"1",514
"2",496
"3",375
"4",582
"5",698
"6",53
"7",378
"8",133
"9",365
"10",383
"11",554
"12",292
"13",720
"14",376
"15",278
"16",284
"17",322
"18",540
"19",561
"20",184
"21",73
"22",362
"23",388
"24",77
"25",384
"26",371
"27",364
"28",677
"29",244
"30",707
"31",368
"32",294
"33",363
"34",542
"35",394
"36",401
"37",279
"38",475
"39",31
"40",360
"41",293
"42",299
"43",361
"44",426
"45",366
"46",367
"47",633
"48",562
"49",381
"50",295
"51",747
"52",574
"53",457
"54",90
"55",600
"56",76
"57",16
"58",374
"59",128
"60",137
"61",297
"62",45
"63",65
"64",3
"65",154
"66",512
"67",429
"68",178
"69",104
"70",458
"71",702
"72",663
"73",102
"74",455
"75",658
"76",732
"77",690
"78",657
"79",222
"80",589
"81",300
"82",258
"83",270
"84",628
"85",289
"86",203
"87",159
"88",604
"89",47
"90",108
"91",616
"92",485
"93",594
"94",240
"95",1
"96",494
"97",33
"98",246
"99",101
"100",682
"101",88
"102",109
"103",453
"104",397
"105",20
"106",234
"107",415
"108",404
"109",733
"110",700
"111",319
"112",617
"113",626
"114",340
"115",728
"116",50
"117",94
"118",312
"119",482
"120",552
"121",525
"122",208
"123",58
"124",422
"125",183
"126",345
"127",508
"128",546
"129",595
"130",323
"131",632
"132",638
"133",296
"134",174
"135",513
"136",25
"137",751
"138",580
"139",223
"140",162
"141",701
"142",228
"143",419
"144",44
"145",338
"146",735
"147",705
"148",186
"149",501
"150",342
"151",268
"152",247
"153",250
"154",436
"155",74
"156",120
"157",350
"158",618
"159",709
"160",61
"161",207
"162",274
"163",86
"164",313
"165",285
"166",418
"167",145
"168",615
"169",620
"170",484
"171",181
"172",665
"173",212
"174",646
"175",737
"176",177
"177",176
"178",78
"179",710
"180",583
"181",191
"182",385
"183",204
"184",715
"185",251
"186",132
"187",463
"188",138
"189",599
"190",537
"191",125
"192",673
"193",148
"194",625
"195",19
"196",527
"197",272
"198",634
"199",692
"200",377
"201",213
"202",83
"203",637
"204",165
"205",434
"206",209
"207",155
"208",253
"209",492
"210",280
"211",136
"212",185
"213",233
"214",427
"215",630
"216",446
"217",602
"218",443
"219",307
"220",164
"221",755
"222",679
"223",157
"224",417
"225",676
"226",516
"227",144
"228",219
"229",551
"230",680
"231",662
"232",684
"233",504
"234",544
"235",171
"236",202
"237",641
"238",54
"239",476
"240",572
"241",173
"242",241
"243",597
"244",70
"245",667
"246",532
"247",509
"248",198
"249",587
"250",359
"251",48
"252",225
"253",414
"254",601
"255",693
"256",577
"257",619
"258",611
"259",200
"260",681
"261",505
"262",405
"263",575
"264",736
"265",304
"266",13
"267",22
"268",470
"269",391
"270",82
"271",46
"272",448
"273",55
"274",17
"275",622
"276",252
"277",526
"278",117
"279",603
"280",175
"281",110
"282",469
"283",671
"284",349
"285",664
"286",341
"287",353
"288",462
"289",450
"290",724
"291",721
"292",347
"293",467
"294",332
"295",605
"296",18
"297",333
"298",558
"299",639
"300",441
"301",328
"302",135
"303",152
"304",60
"305",214
"306",210
"307",95
"308",89
"309",479
"310",743
"311",497
"312",694
"313",239
"314",170
"315",4
"316",259
"317",711
"318",43
"319",180
"320",613
"321",433
"322",480
"323",206
"324",738
"325",691
"326",407
"327",643
"328",123
"329",746
"330",326
"331",440
"332",659
"333",517
"334",348
"335",730
"336",466
"337",493
"338",346
"339",578
"340",14
"341",130
"342",752
"343",435
"344",93
"345",6
"346",26
"347",229
"348",266
"349",629
"350",697
"351",714
"352",520
"353",113
"354",114
"355",205
"356",316
"357",286
"358",631
"359",156
"360",256
"361",723
"362",708
"363",249
"364",695
"365",571
"366",740
"367",112
"368",344
"369",472
"370",69
"371",269
"372",38
"373",588
"374",216
"375",712
"376",559
"377",549
"378",160
"379",529
"380",232
"381",264
"382",66
"383",696
"384",444
"385",566
"386",40
"387",276
"388",672
"389",67
"390",741
"391",678
"392",190
"393",565
"394",393
"395",192
"396",35
"397",291
"398",713
"399",502
"400",567
"401",15
"402",399
"403",79
"404",644
"405",609
"406",357
"407",92
"408",442
"409",56
"410",533
"411",311
"412",122
"413",439
"414",131
"415",29
"416",586
"417",309
"418",608
"419",118
"420",569
"421",584
"422",158
"423",726
"424",39
"425",245
"426",474
"427",674
"428",308
"429",606
"430",478
"431",273
"432",437
"433",650
"434",447
"435",568
"436",452
"437",653
"438",24
"439",187
"440",49
"441",430
"442",489
"443",666
"444",116
"445",486
"446",557
"447",390
"448",325
"449",99
"450",593
"451",522
"452",85
"453",97
"454",669
"455",524
"456",403
"457",21
"458",317
"459",689
"460",675
"461",754
"462",718
"463",656
"464",334
"465",425
"466",651
"467",12
"468",81
"469",471
"470",686
"471",645
"472",563
"473",242
"474",749
"475",107
"476",449
"477",408
"478",727
"479",96
"480",255
"481",217
"482",396
"483",59
"484",570
"485",318
"486",518
"487",354
"488",111
"489",163
"490",621
"491",146
"492",553
"493",188
"494",134
"495",168
"496",548
"497",100
"498",534
"499",556
"500",490
"501",127
"502",500
"503",547
