"","x"
"1",562
"2",475
"3",371
"4",211
"5",133
"6",16
"7",267
"8",293
"9",496
"10",363
"11",128
"12",218
"13",244
"14",582
"15",381
"16",382
"17",141
"18",310
"19",279
"20",376
"21",278
"22",729
"23",384
"24",379
"25",76
"26",677
"27",370
"28",655
"29",514
"30",53
"31",184
"32",284
"33",32
"34",401
"35",277
"36",387
"37",90
"38",747
"39",365
"40",360
"41",536
"42",23
"43",698
"44",283
"45",287
"46",295
"47",374
"48",554
"49",362
"50",375
"51",263
"52",322
"53",292
"54",224
"55",299
"56",37
"57",367
"58",298
"59",394
"60",143
"61",364
"62",321
"63",741
"64",177
"65",27
"66",470
"67",436
"68",508
"69",701
"70",505
"71",351
"72",415
"73",231
"74",597
"75",637
"76",355
"77",607
"78",517
"79",628
"80",242
"81",586
"82",499
"83",158
"84",41
"85",745
"86",108
"87",306
"88",104
"89",50
"90",332
"91",352
"92",201
"93",719
"94",740
"95",725
"96",193
"97",651
"98",64
"99",616
"100",157
"101",319
"102",66
"103",206
"104",56
"105",192
"106",469
"107",717
"108",250
"109",79
"110",270
"111",116
"112",326
"113",489
"114",275
"115",105
"116",749
"117",373
"118",341
"119",392
"120",170
"121",377
"122",93
"123",528
"124",460
"125",706
"126",421
"127",398
"128",591
"129",114
"130",130
"131",199
"132",522
"133",103
"134",739
"135",451
"136",94
"137",318
"138",26
"139",653
"140",118
"141",669
"142",171
"143",203
"144",327
"145",409
"146",664
"147",611
"148",552
"149",705
"150",546
"151",166
"152",572
"153",742
"154",273
"155",54
"156",63
"157",533
"158",624
"159",153
"160",138
"161",427
"162",515
"163",97
"164",4
"165",646
"166",52
"167",661
"168",98
"169",670
"170",48
"171",88
"172",569
"173",686
"174",152
"175",182
"176",257
"177",179
"178",649
"179",347
"180",708
"181",324
"182",584
"183",736
"184",178
"185",510
"186",102
"187",419
"188",713
"189",573
"190",557
"191",307
"192",122
"193",425
"194",605
"195",627
"196",81
"197",11
"198",276
"199",65
"200",417
"201",445
"202",447
"203",408
"204",452
"205",734
"206",18
"207",575
"208",85
"209",483
"210",317
"211",391
"212",431
"213",328
"214",14
"215",240
"216",274
"217",479
"218",25
"219",233
"220",390
"221",68
"222",541
"223",253
"224",673
"225",96
"226",625
"227",412
"228",748
"229",516
"230",581
"231",654
"232",139
"233",245
"234",282
"235",385
"236",302
"237",750
"238",472
"239",632
"240",120
"241",606
"242",576
"243",681
"244",506
"245",3
"246",172
"247",555
"248",502
"249",109
"250",6
"251",57
"252",458
"253",12
"254",34
"255",393
"256",87
"257",737
"258",716
"259",271
"260",29
"261",498
"262",592
"263",36
"264",291
"265",468
"266",345
"267",504
"268",125
"269",70
"270",463
"271",126
"272",58
"273",579
"274",513
"275",644
"276",313
"277",342
"278",539
"279",353
"280",480
"281",261
"282",59
"283",400
"284",422
"285",595
"286",621
"287",511
"288",149
"289",49
"290",145
"291",626
"292",641
"293",325
"294",711
"295",61
"296",692
"297",69
"298",714
"299",642
"300",613
"301",461
"302",467
"303",136
"304",22
"305",101
"306",144
"307",657
"308",214
"309",337
"310",241
"311",730
"312",618
"313",232
"314",423
"315",743
"316",501
"317",585
"318",537
"319",614
"320",45
"321",689
"322",434
"323",486
"324",204
"325",112
"326",301
"327",165
"328",329
"329",213
"330",316
"331",663
"332",544
"333",255
"334",187
"335",262
"336",336
"337",548
"338",444
"339",530
"340",715
"341",490
"342",40
"343",682
"344",8
"345",260
"346",226
"347",583
"348",603
"349",738
"350",229
"351",724
"352",248
"353",676
"354",89
"355",524
"356",638
"357",619
"358",571
"359",7
"360",558
"361",13
"362",44
"363",35
"364",570
"365",580
"366",205
"367",442
"368",645
"369",358
"370",124
"371",72
"372",568
"373",473
"374",474
"375",493
"376",290
"377",667
"378",251
"379",709
"380",512
"381",228
"382",674
"383",121
"384",115
"385",695
"386",658
"387",357
"388",198
"389",235
"390",95
"391",509
"392",411
"393",696
"394",5
"395",350
"396",500
"397",46
"398",744
"399",722
"400",407
"401",672
"402",189
"403",454
"404",220
"405",188
"406",406
"407",432
"408",1
"409",636
"410",399
"411",590
"412",43
"413",91
"414",559
"415",200
"416",335
"417",82
"418",315
"419",732
"420",449
"421",668
"422",721
"423",268
"424",227
"425",181
"426",272
"427",527
"428",264
"429",403
"430",648
"431",487
"432",209
"433",163
"434",538
"435",55
"436",249
"437",194
"438",523
"439",119
"440",751
"441",420
"442",340
"443",660
"444",588
"445",164
"446",728
"447",266
"448",281
"449",465
"450",587
"451",466
"452",349
"453",532
"454",151
"455",186
"456",612
"457",9
"458",309
"459",440
"460",429
"461",397
"462",219
"463",428
"464",86
"465",437
"466",643
"467",477
"468",2
"469",712
"470",710
"471",414
"472",99
"473",234
"474",404
"475",598
"476",51
"477",520
"478",217
"479",280
"480",482
"481",161
"482",191
"483",330
"484",39
"485",688
"486",156
"487",418
"488",593
"489",106
"490",697
"491",176
"492",243
"493",208
"494",223
"495",140
"496",503
"497",288
"498",24
"499",78
"500",21
"501",702
"502",314
"503",753
