"","x"
"1",1
"2",2
"3",6
"4",7
"5",8
"6",10
"7",12
"8",19
"9",24
"10",26
"11",28
"12",30
"13",31
"14",36
"15",37
"16",39
"17",42
"18",46
"19",50
"20",52
"21",54
"22",55
"23",67
"24",68
"25",69
"26",71
"27",74
"28",78
"29",86
"30",91
"31",92
"32",93
"33",94
"34",97
"35",98
"36",102
"37",103
"38",109
"39",112
"40",113
"41",114
"42",117
"43",121
"44",133
"45",135
"46",137
"47",140
"48",141
"49",142
"50",148
"51",164
"52",165
"53",166
"54",170
"55",172
"56",175
"57",179
"58",181
"59",182
"60",188
"61",191
"62",193
"63",197
"64",201
"65",205
"66",206
"67",208
"68",210
"69",213
"70",219
"71",221
"72",224
"73",227
"74",230
"75",231
"76",236
"77",238
"78",239
"79",243
"80",244
"81",248
"82",253
"83",257
"84",258
"85",259
"86",260
"87",269
"88",270
"89",274
"90",279
"91",282
"92",284
"93",286
"94",289
"95",290
"96",291
"97",295
"98",296
"99",298
"100",299
"101",301
"102",302
"103",304
"104",306
"105",307
"106",310
"107",318
"108",326
"109",331
"110",339
"111",342
"112",346
"113",347
"114",348
"115",350
"116",353
"117",356
"118",358
"119",366
"120",371
"121",373
"122",374
"123",375
"124",376
"125",388
"126",389
"127",394
"128",395
"129",396
"130",398
"131",399
"132",403
"133",404
"134",405
"135",407
"136",412
"137",413
"138",414
"139",416
"140",417
"141",423
"142",426
"143",427
"144",432
"145",433
"146",434
"147",437
"148",438
"149",440
"150",442
"151",446
"152",449
"153",452
"154",454
"155",456
"156",457
"157",460
"158",462
"159",464
"160",465
"161",467
"162",470
"163",473
"164",477
"165",478
"166",480
"167",483
"168",487
"169",491
"170",492
"171",495
"172",498
"173",499
"174",502
"175",503
"176",504
"177",510
"178",511
"179",512
"180",519
"181",521
"182",522
"183",523
"184",530
"185",535
"186",538
"187",542
"188",544
"189",547
"190",548
"191",550
"192",551
"193",555
"194",556
"195",559
"196",562
"197",563
"198",565
"199",584
"200",585
"201",588
"202",589
"203",592
"204",595
"205",596
"206",606
"207",612
"208",613
"209",616
"210",617
"211",621
"212",623
"213",626
"214",627
"215",632
"216",633
"217",635
"218",637
"219",640
"220",641
"221",652
"222",655
"223",656
"224",657
"225",660
"226",661
"227",671
"228",673
"229",674
"230",676
"231",677
"232",678
"233",684
"234",685
"235",686
"236",688
"237",695
"238",698
"239",699
"240",708
"241",709
"242",714
"243",717
"244",722
"245",726
"246",728
"247",732
"248",734
"249",738
"250",748
"251",752
"252",754
