"","x"
"1",387
"2",37
"3",263
"4",16
"5",378
"6",582
"7",707
"8",218
"9",277
"10",295
"11",297
"12",747
"13",371
"14",73
"15",379
"16",361
"17",370
"18",362
"19",363
"20",382
"21",383
"22",287
"23",283
"24",23
"25",76
"26",31
"27",369
"28",265
"29",372
"30",496
"31",376
"32",278
"33",389
"34",698
"35",293
"36",77
"37",360
"38",133
"39",381
"40",655
"41",514
"42",305
"43",720
"44",633
"45",294
"46",279
"47",729
"48",368
"49",536
"50",380
"51",244
"52",284
"53",401
"54",71
"55",562
"56",574
"57",426
"58",542
"59",540
"60",375
"61",394
"62",460
"63",168
"64",209
"65",441
"66",644
"67",466
"68",733
"69",553
"70",662
"71",586
"72",327
"73",571
"74",567
"75",69
"76",146
"77",212
"78",627
"79",620
"80",486
"81",748
"82",342
"83",517
"84",47
"85",659
"86",736
"87",433
"88",194
"89",332
"90",631
"91",183
"92",409
"93",339
"94",526
"95",29
"96",522
"97",652
"98",687
"99",598
"100",1
"101",415
"102",499
"103",669
"104",229
"105",651
"106",345
"107",439
"108",558
"109",432
"110",557
"111",321
"112",547
"113",700
"114",232
"115",34
"116",408
"117",120
"118",419
"119",98
"120",592
"121",618
"122",121
"123",220
"124",84
"125",596
"126",679
"127",353
"128",597
"129",303
"130",52
"131",308
"132",628
"133",68
"134",3
"135",72
"136",566
"137",254
"138",114
"139",601
"140",88
"141",173
"142",750
"143",24
"144",235
"145",319
"146",396
"147",124
"148",442
"149",585
"150",159
"151",494
"152",488
"153",390
"154",45
"155",249
"156",161
"157",122
"158",751
"159",530
"160",176
"161",177
"162",604
"163",140
"164",617
"165",331
"166",657
"167",711
"168",656
"169",253
"170",519
"171",250
"172",555
"173",590
"174",135
"175",665
"176",469
"177",593
"178",153
"179",451
"180",684
"181",316
"182",436
"183",111
"184",245
"185",685
"186",204
"187",716
"188",699
"189",535
"190",78
"191",289
"192",101
"193",148
"194",57
"195",87
"196",621
"197",108
"198",17
"199",576
"200",315
"201",448
"202",708
"203",675
"204",602
"205",437
"206",689
"207",648
"208",610
"209",170
"210",89
"211",725
"212",100
"213",313
"214",275
"215",246
"216",195
"217",85
"218",686
"219",497
"220",350
"221",635
"222",268
"223",425
"224",152
"225",20
"226",414
"227",134
"228",285
"229",552
"230",156
"231",39
"232",46
"233",131
"234",641
"235",129
"236",21
"237",624
"238",730
"239",595
"240",559
"241",538
"242",404
"243",453
"244",584
"245",577
"246",25
"247",465
"248",411
"249",196
"250",743
"251",640
"252",399
"253",738
"254",435
"255",472
"256",333
"257",227
"258",142
"259",507
"260",54
"261",210
"262",427
"263",705
"264",83
"265",666
"266",151
"267",10
"268",126
"269",456
"270",157
"271",446
"272",728
"273",489
"274",36
"275",239
"276",580
"277",752
"278",102
"279",197
"280",609
"281",683
"282",443
"283",523
"284",421
"285",118
"286",188
"287",492
"288",440
"289",695
"290",288
"291",349
"292",252
"293",96
"294",4
"295",155
"296",599
"297",130
"298",49
"299",735
"300",307
"301",741
"302",749
"303",323
"304",570
"305",429
"306",524
"307",674
"308",706
"309",607
"310",50
"311",673
"312",166
"313",672
"314",444
"315",537
"316",410
"317",165
"318",306
"319",117
"320",377
"321",132
"322",462
"323",653
"324",550
"325",463
"326",454
"327",681
"328",243
"329",510
"330",701
"331",564
"332",449
"333",461
"334",608
"335",481
"336",721
"337",395
"338",240
"339",180
"340",9
"341",386
"342",340
"343",264
"344",105
"345",569
"346",70
"347",258
"348",417
"349",518
"350",649
"351",198
"352",154
"353",412
"354",201
"355",251
"356",334
"357",344
"358",431
"359",113
"360",430
"361",680
"362",262
"363",634
"364",572
"365",62
"366",11
"367",301
"368",8
"369",28
"370",405
"371",591
"372",237
"373",630
"374",402
"375",616
"376",66
"377",533
"378",27
"379",178
"380",508
"381",423
"382",150
"383",119
"384",498
"385",744
"386",512
"387",106
"388",688
"389",187
"390",614
"391",86
"392",190
"393",668
"394",233
"395",181
"396",670
"397",112
"398",341
"399",97
"400",99
"401",208
"402",94
"403",589
"404",398
"405",214
"406",650
"407",358
"408",479
"409",145
"410",654
"411",445
"412",193
"413",271
"414",501
"415",714
"416",359
"417",483
"418",221
"419",304
"420",95
"421",447
"422",231
"423",742
"424",638
"425",406
"426",14
"427",192
"428",255
"429",531
"430",710
"431",7
"432",575
"433",19
"434",40
"435",477
"436",171
"437",515
"438",280
"439",59
"440",67
"441",160
"442",622
"443",230
"444",605
"445",509
"446",667
"447",696
"448",636
"449",136
"450",718
"451",511
"452",476
"453",356
"454",329
"455",478
"456",15
"457",189
"458",234
"459",588
"460",471
"461",521
"462",693
"463",257
"464",191
"465",30
"466",219
"467",110
"468",709
"469",676
"470",354
"471",480
"472",606
"473",352
"474",202
"475",587
"476",450
"477",42
"478",286
"479",222
"480",754
"481",123
"482",223
"483",527
"484",318
"485",697
"486",158
"487",300
"488",658
"489",347
"490",737
"491",48
"492",418
"493",357
"494",491
"495",664
"496",5
"497",217
"498",149
"499",260
"500",513
"501",495
"502",163
"503",626
