"","x"
"1",364
"2",372
"3",244
"4",382
"5",133
"6",141
"7",277
"8",426
"9",707
"10",143
"11",747
"12",394
"13",128
"14",574
"15",384
"16",365
"17",305
"18",496
"19",368
"20",370
"21",287
"22",389
"23",562
"24",90
"25",388
"26",698
"27",265
"28",31
"29",73
"30",53
"31",297
"32",23
"33",729
"34",322
"35",361
"36",375
"37",475
"38",293
"39",218
"40",401
"41",236
"42",374
"43",299
"44",378
"45",379
"46",76
"47",383
"48",380
"49",284
"50",600
"51",279
"52",514
"53",655
"54",362
"55",677
"56",77
"57",16
"58",360
"59",561
"60",554
"61",137
"62",519
"63",499
"64",4
"65",719
"66",237
"67",753
"68",675
"69",495
"70",452
"71",127
"72",97
"73",435
"74",676
"75",434
"76",721
"77",250
"78",601
"79",320
"80",119
"81",746
"82",644
"83",130
"84",722
"85",148
"86",126
"87",158
"88",620
"89",200
"90",314
"91",751
"92",732
"93",607
"94",199
"95",591
"96",610
"97",500
"98",740
"99",10
"100",476
"101",163
"102",577
"103",146
"104",205
"105",17
"106",417
"107",51
"108",741
"109",661
"110",396
"111",710
"112",432
"113",571
"114",256
"115",483
"116",594
"117",734
"118",404
"119",472
"120",681
"121",488
"122",656
"123",559
"124",503
"125",82
"126",13
"127",451
"128",175
"129",412
"130",47
"131",648
"132",735
"133",245
"134",505
"135",349
"136",688
"137",625
"138",3
"139",5
"140",456
"141",33
"142",42
"143",271
"144",551
"145",428
"146",227
"147",39
"148",80
"149",248
"150",187
"151",190
"152",708
"153",703
"154",543
"155",560
"156",191
"157",709
"158",755
"159",572
"160",650
"161",667
"162",239
"163",669
"164",427
"165",206
"166",532
"167",563
"168",135
"169",92
"170",308
"171",301
"172",622
"173",302
"174",35
"175",663
"176",192
"177",334
"178",335
"179",702
"180",726
"181",704
"182",588
"183",313
"184",745
"185",183
"186",339
"187",487
"188",422
"189",105
"190",527
"191",7
"192",232
"193",177
"194",584
"195",219
"196",534
"197",161
"198",194
"199",508
"200",597
"201",134
"202",108
"203",541
"204",85
"205",731
"206",152
"207",521
"208",614
"209",125
"210",533
"211",15
"212",358
"213",328
"214",449
"215",682
"216",20
"217",477
"218",61
"219",694
"220",95
"221",575
"222",55
"223",273
"224",182
"225",14
"226",212
"227",485
"228",79
"229",222
"230",83
"231",243
"232",466
"233",176
"234",673
"235",202
"236",733
"237",281
"238",706
"239",413
"240",630
"241",438
"242",286
"243",613
"244",446
"245",550
"246",249
"247",515
"248",717
"249",230
"250",258
"251",665
"252",266
"253",139
"254",63
"255",160
"256",157
"257",22
"258",346
"259",687
"260",321
"261",423
"262",462
"263",586
"264",282
"265",408
"266",497
"267",9
"268",145
"269",272
"270",57
"271",504
"272",691
"273",296
"274",685
"275",647
"276",664
"277",385
"278",124
"279",261
"280",241
"281",209
"282",529
"283",631
"284",744
"285",640
"286",353
"287",357
"288",54
"289",666
"290",100
"291",471
"292",338
"293",616
"294",454
"295",8
"296",304
"297",115
"298",180
"299",686
"300",121
"301",754
"302",131
"303",88
"304",223
"305",352
"306",410
"307",228
"308",107
"309",117
"310",440
"311",348
"312",739
"313",150
"314",373
"315",506
"316",185
"317",603
"318",453
"319",749
"320",91
"321",545
"322",393
"323",643
"324",501
"325",447
"326",596
"327",318
"328",56
"329",303
"330",590
"331",118
"332",407
"333",291
"334",174
"335",43
"336",420
"337",315
"338",67
"339",242
"340",288
"341",65
"342",557
"343",421
"344",64
"345",26
"346",233
"347",742
"348",386
"349",699
"350",660
"351",19
"352",486
"353",467
"354",510
"355",608
"356",445
"357",546
"358",635
"359",484
"360",324
"361",568
"362",539
"363",458
"364",479
"365",581
"366",72
"367",658
"368",711
"369",641
"370",78
"371",587
"372",162
"373",1
"374",748
"375",595
"376",154
"377",728
"378",62
"379",589
"380",342
"381",350
"382",207
"383",153
"384",210
"385",101
"386",431
"387",627
"388",289
"389",531
"390",49
"391",490
"392",414
"393",705
"394",247
"395",106
"396",170
"397",646
"398",306
"399",492
"400",147
"401",697
"402",120
"403",576
"404",460
"405",549
"406",628
"407",395
"408",429
"409",75
"410",156
"411",96
"412",602
"413",406
"414",331
"415",93
"416",611
"417",12
"418",535
"419",714
"420",512
"421",198
"422",489
"423",312
"424",556
"425",558
"426",671
"427",27
"428",425
"429",260
"430",103
"431",629
"432",165
"433",257
"434",110
"435",573
"436",29
"437",585
"438",21
"439",530
"440",473
"441",323
"442",60
"443",657
"444",221
"445",102
"446",723
"447",621
"448",599
"449",151
"450",330
"451",116
"452",632
"453",617
"454",752
"455",188
"456",252
"457",217
"458",507
"459",181
"460",580
"461",450
"462",123
"463",567
"464",333
"465",498
"466",678
"467",604
"468",195
"469",319
"470",46
"471",136
"472",68
"473",482
"474",229
"475",618
"476",280
"477",6
"478",463
"479",186
"480",743
"481",251
"482",391
"483",58
"484",74
"485",341
"486",652
"487",683
"488",59
"489",461
"490",518
"491",548
"492",343
"493",94
"494",538
"495",354
"496",491
"497",494
"498",326
"499",255
"500",684
"501",196
"502",164
"503",520
